Intake Pressure,Maintenance Date
533.95,2024-01-21
652.19,2024-01-21
664.61,2024-01-21
624.38,2024-01-21
534.95,2024-01-21
650.09,2024-01-21
541.76,2024-01-21
624.28,2024-01-21
551.16,2024-01-21
594.51,2024-01-21
647.86,2024-01-21
642.26,2024-01-21
576.61,2024-01-21
660.4,2024-01-21
537.69,2024-01-21
556.74,2024-01-21
515.49,2024-01-21
517.24,2024-01-21
585.59,2024-01-21
539.78,2024-01-21
601.43,2024-01-21
593.52,2024-01-21
502.65,2024-01-21
602.83,2024-01-21
623.09,2024-01-21
512.58,2024-01-21
586.77,2024-01-21
580.99,2024-01-21
604.1,2024-01-21
638.23,2024-01-21
534.46,2024-01-21
520.25,2024-01-21
511.17,2024-01-21
561.78,2024-01-21
524.11,2024-01-21
541.36,2024-01-21
661.05,2024-01-21
660.64,2024-01-21
577.91,2024-01-21
589.76,2024-01-21
644.31,2024-01-21
516.74,2024-01-21
567.78,2024-01-21
618.66,2024-01-21
581.35,2024-01-21
663.82,2024-01-21
648.58,2024-01-21
542.1,2024-01-21
510.16,2024-01-21
630.35,2024-03-10
643.19,2024-03-10
580.99,2024-03-10
516.3,2024-03-10
625.58,2024-03-10
579.01,2024-03-10
583.4,2024-03-10
506.74,2024-03-10
652.04,2024-03-10
581.22,2024-03-10
556.5,2024-03-10
541.36,2024-03-10
587.17,2024-03-10
516.3,2024-03-10
568.82,2024-03-10
-,2024-03-10
659.69,2024-03-10
591.9,2024-03-10
515.13,2024-03-10
523.11,2024-03-10
574.23,2024-03-10
661.9,2024-03-10
589.2,2024-03-10
587.31,2024-03-10
652.84,2024-03-10
623.84,2024-03-10
590.5,2024-03-10
653.09,2024-03-10
523.74,2024-03-10
611.08,2024-03-10
654.86,2024-03-10
505.12,2024-03-10
537.27,2024-03-10
618.85,2024-03-10
636.86,2024-03-10
519.84,2024-03-10
545.5,2024-03-10
656.52,2024-03-10
565.12,2024-03-10
559.52,2024-03-10
634.04,2024-06-07
517.48,2024-06-07
555.68,2024-06-07
634.33,2024-06-07
625.59,2024-06-07
521.17,2024-06-07
651.68,2024-06-07
567.58,2024-06-07
575.34,2024-06-07
630.03,2024-06-07
547.14,2024-06-07
602.63,2024-06-07
562.83,2024-06-07
610.14,2024-06-07
611.86,2024-06-07
543.8,2024-06-07
619.88,2024-06-07
593.15,2024-06-07
526.25,2024-06-07
518.77,2024-06-07
601.78,2024-06-07
639.95,2024-06-07
501.07,2024-06-07
642.87,2024-06-07
605.95,2024-06-07
528.92,2024-06-07
661.46,2024-06-07
625.21,2024-06-07
575.94,2024-06-07
548.84,2024-06-07
512.94,2024-06-07
592.06,2024-06-07
565.13,2024-06-07
573.34,2024-06-07
643.43,2024-06-07
555.14,2024-06-07
580.58,2024-06-07
637.85,2024-06-07
650.96,2024-06-07
574.57,2024-06-07
623.92,2024-06-07
559.22,2024-06-07
590.77,2024-06-07
608.39,2024-06-07
504.83,2024-06-07
519.53,2024-06-07
532.27,2024-06-07
626.61,2024-06-07
510.66,2024-06-07
609.57,2024-06-07
557.15,2024-06-07
569.68,2024-06-07
573.63,2024-06-07
649.92,2024-06-07
501.93,2024-06-07
662.95,2024-06-07
563.28,2024-06-07
551.59,2024-06-07
565.45,2024-06-07
656.61,2024-11-02
583.77,2024-11-02
616.46,2024-11-02
595.47,2024-11-02
533.3,2024-11-02
575.3,2024-11-02
514.04,2024-11-02
630.45,2024-11-02
628.21,2024-11-02
613.93,2024-11-02
581.97,2024-11-02
553.02,2024-11-02
511.41,2024-11-02
504.45,2024-11-02
622.26,2024-11-02
641.05,2024-11-02
661.76,2024-11-02
634.04,2024-11-02
560.26,2024-11-02
582.98,2024-11-02
658.42,2024-11-02
507.69,2024-11-02
652.81,2024-11-02
592.98,2024-11-02
600.01,2024-11-02
575.37,2024-11-02
526.67,2024-11-02
618.76,2024-11-02
622.13,2024-11-02
547.47,2024-11-02
602.51,2024-11-02
594.85,2024-11-02
589.24,2024-11-02
598.36,2024-11-02
579.43,2024-11-02
530.69,2024-11-02
565.46,2024-11-02
643.4,2024-11-02
555.72,2024-11-02
580.49,2024-11-02
634.42,2024-11-02
563.87,2024-11-02
642.2,2025-05-11
619.22,2025-05-11
544.1,2025-05-11
654.05,2025-05-11
551.09,2025-05-11
578.9,2025-05-11
610.18,2025-05-11
613.17,2025-05-11
574.66,2025-05-11
513.16,2025-05-11
657.36,2025-05-11
503.84,2025-05-11
638.21,2025-05-11
636.19,2025-05-11
611.54,2025-05-11
570.84,2025-05-11
530.49,2025-05-11
664.41,2025-05-11
557.41,2025-05-11
542.68,2025-05-11
533.41,2025-05-11
626.47,2025-05-11
639.19,2025-05-11
513.6,2025-05-11
521.91,2025-05-11
634.78,2025-05-11
570.88,2025-05-11
656.18,2025-05-11
592.41,2025-05-11
550.98,2025-05-11
546.05,2025-05-11
571.62,2025-05-11
659.95,2025-05-11
562.94,2025-05-11
568.06,2025-05-11
567.97,2025-05-11
577.75,2025-05-11
653.17,2025-12-24
621.82,2025-12-24
563.05,2025-12-24
662.01,2025-12-24
655.2,2025-12-24
662.83,2025-12-24
557.43,2025-12-24
627.22,2025-12-24
640.3,2025-12-24
631.12,2025-12-24
524.02,2025-12-24
564.39,2025-12-24
644.53,2025-12-24
560.16,2025-12-24
532.58,2025-12-24
624.28,2025-12-24
519.28,2025-12-24
640.85,2025-12-24
516.39,2025-12-24
629.79,2025-12-24
550.18,2025-12-24
577.77,2025-12-24
629.49,2025-12-24
575.28,2025-12-24
637.1,2025-12-24
624.12,2025-12-24
549.67,2025-12-24
516.01,2025-12-24
655.08,2025-12-24
651.38,2025-12-24
510.01,2025-12-24
541.39,2025-12-24
596.6,2025-12-24
513.56,2025-12-24
582.09,2025-12-24
636.59,2026-09-12
652.15,2026-09-12
564.33,2026-09-12
599.83,2026-09-12
506.7,2026-09-12
589.03,2026-09-12
615.27,2026-09-12
592.93,2026-09-12
632.28,2026-09-12
541.53,2026-09-12
535.37,2026-09-12
591.39,2026-09-12
612.27,2026-09-12
534.59,2026-09-12
612.0,2026-09-12
603.7,2026-09-12
500.7,2026-09-12
646.71,2026-09-12
604.18,2026-09-12
601.37,2026-09-12
613.87,2026-09-12
620.08,2026-09-12
529.88,2026-09-12
640.65,2026-09-12
579.42,2026-09-12
633.63,2026-09-12
635.96,2026-09-12
592.12,2026-09-12
519.91,2026-09-12
590.71,2026-09-12
530.79,2026-09-12
570.03,2026-09-12
580.94,2026-09-12
664.41,2026-09-12
578.89,2026-09-12
512.49,2026-09-12
638.09,2026-09-12
607.88,2026-09-12
