Intake Pressure,Maintenance Date
500.29,2024-06-26
549.32,2024-06-26
632.43,2024-06-26
503.94,2024-06-26
585.28,2024-06-26
533.08,2024-06-26
-,2024-06-26
598.32,2024-06-26
505.14,2024-06-26
613.02,2024-06-26
613.47,2024-06-26
513.48,2024-06-26
606.6,2024-06-26
655.04,2024-06-26
578.04,2024-06-26
566.14,2024-06-26
549.01,2024-06-26
607.12,2024-06-26
591.62,2024-06-26
537.82,2024-06-26
545.15,2024-06-26
516.44,2024-06-26
584.6,2024-06-26
534.97,2024-06-26
577.42,2024-06-26
640.05,2024-06-26
507.33,2024-06-26
548.08,2024-06-26
506.84,2024-06-26
546.05,2024-06-26
649.5,2024-06-26
626.22,2024-06-26
576.36,2024-06-26
650.11,2024-06-26
614.77,2024-06-26
502.85,2024-06-26
599.37,2024-06-26
553.38,2024-06-26
569.83,2024-06-26
530.03,2024-06-26
525.09,2024-06-26
511.38,2024-06-26
559.85,2024-06-26
578.11,2024-06-26
544.11,2024-06-26
624.36,2024-06-26
634.66,2024-06-26
521.48,2024-06-26
517.08,2024-06-26
564.7,2024-06-26
522.71,2024-06-26
596.77,2024-06-26
585.42,2024-06-26
632.86,2024-06-26
549.91,2024-06-26
595.18,2024-06-26
522.28,2024-06-26
545.62,2024-06-26
632.45,2024-06-26
646.54,2024-06-26
507.65,2024-06-26
647.87,2024-06-26
603.66,2024-06-26
638.02,2024-06-26
543.39,2024-06-26
558.09,2024-06-26
530.3,2024-06-26
627.34,2024-06-26
640.76,2024-06-26
571.02,2024-06-26
648.91,2024-09-04
589.45,2024-09-04
544.14,2024-09-04
627.11,2024-09-04
528.69,2024-09-04
541.02,2024-09-04
526.26,2024-09-04
653.17,2024-09-04
509.75,2024-09-04
646.64,2024-09-04
663.11,2024-09-04
501.1,2024-09-04
560.92,2024-09-04
548.75,2024-09-04
632.73,2024-09-04
631.18,2024-09-04
603.14,2024-09-04
576.74,2024-09-04
556.62,2024-09-04
629.78,2024-09-04
621.61,2024-09-04
651.23,2024-09-04
617.42,2024-09-04
584.46,2024-09-04
660.15,2024-09-04
561.66,2024-09-04
575.98,2024-09-04
500.49,2024-09-04
502.14,2024-09-04
650.43,2024-09-04
538.7,2024-09-04
628.46,2024-09-04
544.76,2024-09-04
545.02,2024-09-04
513.51,2024-09-04
632.4,2024-09-04
612.47,2024-09-04
657.89,2024-09-04
-,2024-09-04
552.84,2024-09-04
-,2024-09-04
624.64,2024-09-04
608.56,2024-09-04
630.89,2024-12-26
552.03,2024-12-26
660.96,2024-12-26
542.44,2024-12-26
500.7,2024-12-26
538.79,2024-12-26
649.36,2024-12-26
548.32,2024-12-26
569.1,2024-12-26
580.47,2024-12-26
620.39,2024-12-26
659.4,2024-12-26
628.91,2024-12-26
538.72,2024-12-26
568.52,2024-12-26
501.15,2024-12-26
510.7,2024-12-26
663.62,2024-12-26
510.72,2024-12-26
551.71,2024-12-26
575.26,2024-12-26
511.13,2024-12-26
594.78,2024-12-26
500.81,2024-12-26
539.42,2024-12-26
652.71,2024-12-26
551.38,2024-12-26
571.5,2024-12-26
608.15,2024-12-26
588.61,2024-12-26
632.77,2024-12-26
594.34,2024-12-26
500.71,2024-12-26
531.67,2024-12-26
611.27,2024-12-26
618.31,2024-12-26
572.9,2024-12-26
611.54,2024-12-26
650.2,2024-12-26
518.86,2024-12-26
609.52,2024-12-26
610.04,2024-12-26
572.88,2024-12-26
580.02,2024-12-26
550.53,2024-12-26
623.76,2024-12-26
632.42,2024-12-26
518.46,2024-12-26
557.62,2024-12-26
603.58,2024-12-26
646.68,2024-12-26
638.83,2024-12-26
622.55,2024-12-26
570.49,2024-12-26
662.08,2024-12-26
-,2024-12-26
518.93,2024-12-26
551.27,2024-12-26
538.31,2024-12-26
512.68,2024-12-26
607.4,2024-12-26
625.98,2024-12-26
659.32,2024-12-26
621.77,2024-12-26
572.91,2024-12-26
659.67,2025-06-22
639.07,2025-06-22
606.46,2025-06-22
625.98,2025-06-22
610.88,2025-06-22
539.31,2025-06-22
553.57,2025-06-22
625.55,2025-06-22
580.0,2025-06-22
577.99,2025-06-22
630.01,2025-06-22
641.45,2025-06-22
543.92,2025-06-22
504.76,2025-06-22
594.08,2025-06-22
585.16,2025-06-22
583.81,2025-06-22
508.28,2025-06-22
521.3,2025-06-22
500.61,2025-06-22
533.28,2025-06-22
622.32,2025-06-22
615.79,2025-06-22
536.17,2025-06-22
561.59,2025-06-22
593.57,2025-06-22
656.56,2025-06-22
565.11,2025-06-22
635.03,2025-06-22
637.29,2025-06-22
567.74,2025-06-22
652.9,2025-06-22
648.07,2025-06-22
606.89,2025-06-22
589.63,2025-06-22
507.32,2025-06-22
595.94,2025-06-22
563.36,2025-06-22
585.35,2025-06-22
654.28,2025-06-22
613.88,2025-06-22
632.66,2025-06-22
660.68,2025-06-22
529.97,2025-06-22
608.73,2025-06-22
