Intake Pressure,Maintenance Date
637.04,2023-03-14
489.8,2023-03-14
514.82,2023-03-14
569.89,2023-03-14
493.56,2023-03-14
558.77,2023-03-14
596.83,2023-03-14
617.92,2023-03-14
546.84,2023-03-14
481.17,2023-03-14
504.82,2023-03-14
536.12,2023-03-14
563.79,2023-03-14
562.88,2023-03-14
496.97,2023-03-14
579.92,2023-03-14
637.94,2023-03-14
503.78,2023-03-14
581.67,2023-03-14
563.4,2023-03-14
578.17,2023-03-14
542.99,2023-03-14
534.55,2023-03-14
565.29,2023-03-14
476.46,2023-03-14
517.07,2023-03-14
602.35,2023-03-14
527.11,2023-03-14
528.51,2023-03-14
488.73,2023-03-14
584.44,2023-03-14
589.11,2023-03-14
521.96,2023-03-14
572.62,2023-03-14
547.74,2023-03-14
544.86,2023-03-14
612.94,2023-03-14
607.93,2023-03-14
489.49,2023-03-14
532.11,2023-03-14
612.02,2023-03-14
495.51,2023-03-14
541.25,2023-03-14
598.22,2023-03-14
554.07,2023-03-14
575.32,2023-03-14
482.34,2023-03-14
612.82,2023-03-14
491.02,2023-03-14
495.79,2023-03-14
586.55,2023-03-14
556.5,2023-03-14
537.18,2023-03-14
622.05,2023-03-14
478.75,2023-03-14
592.17,2023-03-14
587.35,2023-03-14
480.69,2023-03-14
529.64,2023-03-14
556.92,2023-03-14
606.41,2023-03-14
599.5,2023-03-14
475.48,2023-03-14
517.26,2023-03-14
479.2,2023-03-14
573.53,2023-03-14
489.84,2023-03-14
511.61,2023-03-14
634.42,2023-03-14
606.12,2023-03-14
483.2,2023-03-14
596.5,2023-03-14
559.1,2023-03-14
638.18,2023-03-14
632.6,2023-03-14
540.04,2023-03-14
520.55,2023-03-14
521.42,2023-03-14
483.11,2023-03-14
583.93,2023-03-14
577.2,2023-03-14
524.51,2023-03-14
-,2023-03-14
588.48,2023-03-14
617.02,2023-03-14
-,2023-03-14
579.65,2023-03-14
620.97,2023-03-14
584.25,2023-03-14
493.59,2023-03-14
574.44,2023-03-14
520.95,2023-03-14
617.64,2023-03-14
590.14,2023-03-14
620.36,2023-03-14
480.39,2023-03-14
589.66,2023-03-14
575.91,2023-03-14
578.58,2023-03-14
519.3,2023-03-14
638.91,2023-03-14
619.04,2023-03-14
625.73,2023-03-14
623.32,2023-03-14
502.85,2023-03-14
613.84,2023-03-14
476.64,2023-03-14
631.62,2023-03-14
563.65,2023-03-14
537.82,2023-03-14
538.61,2023-03-14
529.47,2023-03-14
510.38,2023-03-14
543.73,2023-03-14
625.09,2023-03-14
582.6,2023-03-14
513.26,2023-03-14
480.66,2023-03-14
545.12,2023-03-14
539.85,2023-03-14
633.93,2023-07-12
533.76,2023-07-12
488.58,2023-07-12
579.71,2023-07-12
566.6,2023-07-12
559.49,2023-07-12
514.37,2023-07-12
605.2,2023-07-12
589.3,2023-07-12
573.49,2023-07-12
494.02,2023-07-12
505.32,2023-07-12
548.71,2023-07-12
559.67,2023-07-12
560.18,2023-07-12
497.35,2023-07-12
