Intake Pressure,Maintenance Date
620.37,2023-01-21
547.26,2023-01-21
589.32,2023-01-21
659.98,2023-01-21
619.99,2023-01-21
528.17,2023-01-21
615.29,2023-01-21
546.65,2023-01-21
553.53,2023-01-21
654.14,2023-01-21
631.68,2023-01-21
657.44,2023-01-21
561.31,2023-01-21
575.09,2023-01-21
538.25,2023-01-21
528.62,2023-01-21
624.71,2023-01-21
500.71,2023-01-21
638.33,2023-01-21
546.85,2023-01-21
519.51,2023-01-21
500.79,2023-01-21
573.24,2023-01-21
593.64,2023-01-21
584.63,2023-01-21
598.62,2023-01-21
534.81,2023-01-21
524.16,2023-01-21
636.84,2023-01-21
613.87,2023-01-21
646.17,2023-01-21
508.41,2023-01-21
620.76,2023-01-21
552.53,2023-01-21
568.05,2023-01-21
622.39,2023-01-21
622.91,2023-01-21
624.71,2023-01-21
551.8,2023-01-21
564.72,2023-01-21
557.97,2023-01-21
586.2,2023-01-21
660.21,2023-01-21
511.16,2023-01-21
630.73,2023-01-21
579.57,2023-01-21
612.71,2023-01-21
556.49,2023-01-21
535.69,2023-01-21
565.94,2023-01-21
641.47,2023-01-21
625.61,2023-01-21
652.56,2023-03-14
655.67,2023-03-14
584.23,2023-03-14
559.2,2023-03-14
502.76,2023-03-14
549.95,2023-03-14
559.14,2023-03-14
524.06,2023-03-14
505.9,2023-03-14
540.32,2023-03-14
637.16,2023-03-14
515.66,2023-03-14
586.21,2023-03-14
552.52,2023-03-14
528.13,2023-03-14
643.9,2023-03-14
507.26,2023-03-14
590.38,2023-03-14
574.4,2023-03-14
524.72,2023-03-14
606.45,2023-03-14
643.1,2023-03-14
660.56,2023-03-14
636.24,2023-03-14
580.32,2023-03-14
512.09,2023-03-14
515.48,2023-03-14
589.19,2023-03-14
544.02,2023-03-14
519.0,2023-03-14
659.56,2023-03-14
548.45,2023-03-14
577.66,2023-03-14
664.28,2023-03-14
536.9,2023-03-14
560.65,2023-03-14
542.59,2023-03-14
543.65,2023-03-14
628.4,2023-03-14
613.52,2023-03-14
642.73,2023-03-14
612.27,2023-06-15
610.84,2023-06-15
601.81,2023-06-15
611.99,2023-06-15
655.29,2023-06-15
648.77,2023-06-15
534.93,2023-06-15
613.6,2023-06-15
510.92,2023-06-15
508.26,2023-06-15
602.36,2023-06-15
656.11,2023-06-15
509.3,2023-06-15
576.41,2023-06-15
536.14,2023-06-15
522.99,2023-06-15
623.45,2023-06-15
532.66,2023-06-15
585.64,2023-06-15
592.58,2023-06-15
662.91,2023-06-15
533.65,2023-06-15
628.72,2023-06-15
539.33,2023-06-15
557.04,2023-06-15
571.96,2023-06-15
637.64,2023-06-15
622.65,2023-06-15
618.09,2023-06-15
527.61,2023-06-15
518.72,2023-06-15
581.77,2023-06-15
544.44,2023-06-15
654.42,2023-06-15
568.06,2023-06-15
627.83,2023-06-15
658.72,2023-10-22
602.24,2023-10-22
614.0,2023-10-22
591.59,2023-10-22
615.02,2023-10-22
561.7,2023-10-22
539.54,2023-10-22
535.29,2023-10-22
652.89,2023-10-22
655.51,2023-10-22
519.77,2023-10-22
628.75,2023-10-22
534.98,2023-10-22
526.59,2023-10-22
512.52,2023-10-22
522.3,2023-10-22
532.99,2023-10-22
612.47,2023-10-22
585.29,2023-10-22
604.06,2023-10-22
533.85,2023-10-22
621.18,2023-10-22
535.85,2023-10-22
522.41,2023-10-22
638.36,2023-10-22
632.5,2023-10-22
533.58,2023-10-22
508.29,2023-10-22
604.46,2023-10-22
531.28,2023-10-22
624.15,2023-10-22
646.43,2023-10-22
611.83,2023-10-22
618.97,2023-10-22
607.1,2023-10-22
544.01,2023-10-22
655.94,2023-10-22
598.37,2023-10-22
571.19,2023-10-22
537.75,2023-10-22
591.29,2023-10-22
