Intake Pressure,Maintenance Date
480.81,2023-08-04
550.33,2023-08-04
563.35,2023-08-04
557.67,2023-08-04
626.28,2023-08-04
576.77,2023-08-04
552.65,2023-08-04
498.36,2023-08-04
491.84,2023-08-04
628.38,2023-08-04
551.08,2023-08-04
529.95,2023-08-04
603.6,2023-08-04
616.89,2023-08-04
639.99,2023-08-04
521.14,2023-08-04
598.87,2023-08-04
518.31,2023-08-04
567.02,2023-08-04
532.32,2023-08-04
631.98,2023-08-04
599.69,2023-08-04
634.11,2023-08-04
516.3,2023-08-04
510.49,2023-08-04
633.51,2023-08-04
588.95,2023-08-04
573.43,2023-08-04
599.15,2023-08-04
625.27,2023-08-04
534.1,2023-08-04
577.62,2023-08-04
500.17,2023-08-04
549.09,2023-08-04
638.74,2023-08-04
601.87,2023-08-04
507.34,2023-08-04
536.38,2023-08-04
526.53,2023-08-04
521.21,2023-08-04
476.24,2023-08-04
496.18,2023-08-04
545.8,2023-08-04
540.65,2023-08-04
-,2023-08-04
599.99,2023-08-04
602.0,2023-08-04
536.0,2023-08-04
582.66,2023-08-04
593.52,2023-08-04
607.74,2023-08-04
524.23,2023-08-04
601.82,2023-08-04
561.83,2023-08-04
544.28,2023-08-04
582.32,2023-08-04
509.9,2023-08-04
606.32,2023-08-04
551.12,2023-08-04
550.21,2023-08-04
621.91,2023-08-04
593.29,2023-08-04
501.53,2023-08-04
533.22,2023-08-04
630.03,2023-08-04
495.77,2023-08-04
626.37,2023-08-04
567.71,2023-08-04
555.42,2023-08-04
481.4,2023-08-04
481.71,2023-08-04
630.86,2023-08-04
588.88,2023-08-04
623.93,2023-08-04
638.25,2023-08-04
621.22,2023-08-04
-,2023-08-04
517.73,2023-08-04
491.39,2023-08-04
476.28,2023-08-04
585.22,2023-08-04
602.8,2023-08-04
476.9,2023-08-04
506.99,2023-08-04
500.7,2023-08-04
485.34,2023-08-04
488.13,2023-08-04
503.37,2023-08-04
623.64,2023-08-04
595.23,2023-08-04
581.29,2023-08-04
481.66,2023-08-04
507.54,2023-08-04
495.07,2023-08-04
509.37,2023-08-04
556.62,2023-08-04
604.7,2023-08-04
573.0,2023-08-04
592.49,2023-08-04
593.05,2023-08-04
550.71,2023-08-04
548.53,2023-08-04
525.92,2023-08-04
479.13,2023-08-04
597.91,2023-08-04
504.07,2023-08-04
501.98,2023-08-04
579.2,2023-08-04
503.32,2023-08-04
502.92,2023-08-04
550.63,2023-08-04
619.32,2023-08-04
635.05,2023-08-04
526.58,2023-08-04
529.32,2023-08-04
617.89,2023-08-04
520.43,2023-08-04
571.2,2023-08-04
609.51,2023-08-04
509.49,2023-08-04
505.86,2023-08-04
629.28,2023-08-04
623.4,2023-08-04
631.57,2023-08-04
552.19,2023-08-04
497.71,2023-08-04
533.43,2023-08-04
573.37,2023-08-04
520.93,2023-08-04
507.79,2023-08-04
632.25,2023-08-04
634.63,2023-12-13
486.15,2023-12-13
585.14,2023-12-13
550.46,2023-12-13
512.77,2023-12-13
517.64,2023-12-13
585.4,2023-12-13
491.94,2023-12-13
481.77,2023-12-13
510.51,2023-12-13
517.37,2023-12-13
529.8,2023-12-13
544.21,2023-12-13
532.07,2023-12-13
535.4,2023-12-13
506.78,2023-12-13
622.06,2023-12-13
507.07,2023-12-13
607.63,2023-12-13
477.44,2023-12-13
592.21,2023-12-13
513.94,2023-12-13
522.7,2023-12-13
568.67,2023-12-13
475.44,2023-12-13
507.03,2023-12-13
602.4,2023-12-13
611.53,2023-12-13
631.14,2023-12-13
584.21,2023-12-13
538.03,2023-12-13
541.73,2023-12-13
540.55,2023-12-13
576.63,2023-12-13
588.9,2023-12-13
480.32,2023-12-13
636.59,2023-12-13
535.65,2023-12-13
