Intake Pressure,Maintenance Date
586.97,2023-11-27
528.58,2023-11-27
502.73,2023-11-27
567.16,2023-11-27
500.5,2023-11-27
658.53,2023-11-27
627.04,2023-11-27
516.82,2023-11-27
636.71,2023-11-27
507.74,2023-11-27
549.52,2023-11-27
624.01,2023-11-27
663.3,2023-11-27
508.62,2023-11-27
523.17,2023-11-27
528.14,2023-11-27
663.15,2023-11-27
587.03,2023-11-27
632.62,2023-11-27
529.35,2023-11-27
567.47,2023-11-27
641.12,2023-11-27
574.8,2023-11-27
555.19,2023-11-27
613.42,2023-11-27
-,2023-11-27
661.57,2023-11-27
637.0,2023-11-27
652.21,2023-11-27
507.07,2023-11-27
615.83,2023-11-27
552.83,2023-11-27
607.88,2023-11-27
577.8,2023-11-27
-,2023-11-27
529.25,2023-11-27
560.56,2023-11-27
607.07,2023-11-27
656.5,2023-11-27
606.36,2023-11-27
516.41,2023-11-27
506.43,2023-11-27
616.01,2023-11-27
532.29,2023-11-27
623.77,2023-11-27
648.48,2023-11-27
581.54,2023-11-27
595.33,2023-11-27
599.85,2023-11-27
634.57,2023-11-27
565.19,2023-11-27
540.07,2023-11-27
546.08,2023-11-27
501.35,2023-11-27
524.71,2023-11-27
619.0,2023-11-27
647.34,2023-11-27
588.61,2023-11-27
511.65,2023-11-27
529.01,2023-11-27
520.14,2023-11-27
574.94,2023-11-27
560.22,2023-11-27
527.8,2023-11-27
575.14,2023-11-27
-,2023-11-27
548.38,2023-11-27
660.24,2023-11-27
594.38,2023-11-27
592.04,2023-11-27
583.76,2023-11-27
596.48,2023-11-27
662.91,2024-02-07
510.63,2024-02-07
538.24,2024-02-07
645.02,2024-02-07
552.95,2024-02-07
554.71,2024-02-07
565.96,2024-02-07
535.61,2024-02-07
606.4,2024-02-07
592.72,2024-02-07
500.68,2024-02-07
597.27,2024-02-07
613.35,2024-02-07
630.39,2024-02-07
627.46,2024-02-07
549.05,2024-02-07
512.11,2024-02-07
649.31,2024-02-07
638.46,2024-02-07
603.76,2024-02-07
568.26,2024-02-07
657.95,2024-02-07
579.07,2024-02-07
569.17,2024-02-07
632.47,2024-02-07
523.3,2024-02-07
562.22,2024-02-07
568.68,2024-02-07
520.23,2024-02-07
563.95,2024-02-07
661.65,2024-02-07
612.46,2024-02-07
