Intake Pressure,Maintenance Date
558.28,2023-12-10
635.14,2023-12-10
589.04,2023-12-10
541.27,2023-12-10
542.96,2023-12-10
560.95,2023-12-10
591.05,2023-12-10
-,2023-12-10
617.03,2023-12-10
630.45,2023-12-10
581.91,2023-12-10
574.95,2023-12-10
597.19,2023-12-10
585.39,2023-12-10
588.85,2023-12-10
576.64,2023-12-10
651.2,2023-12-10
664.01,2023-12-10
544.36,2023-12-10
635.55,2023-12-10
636.55,2023-12-10
576.5,2023-12-10
588.4,2023-12-10
623.44,2023-12-10
590.8,2023-12-10
665.32,2023-12-10
617.46,2023-12-10
659.62,2023-12-10
572.97,2023-12-10
556.7,2023-12-10
658.9,2023-12-10
561.92,2023-12-10
534.17,2023-12-10
559.09,2023-12-10
587.67,2023-12-10
599.3,2023-12-10
607.59,2023-12-10
598.11,2023-12-10
591.15,2023-12-10
634.0,2023-12-10
653.32,2023-12-10
589.77,2023-12-10
667.72,2023-12-10
573.3,2023-12-10
603.8,2023-12-10
640.55,2024-01-24
527.33,2024-01-24
599.83,2024-01-24
665.47,2024-01-24
544.74,2024-01-24
543.39,2024-01-24
541.75,2024-01-24
656.06,2024-01-24
525.56,2024-01-24
678.03,2024-01-24
676.33,2024-01-24
546.63,2024-01-24
532.72,2024-01-24
581.95,2024-01-24
569.5,2024-01-24
665.09,2024-01-24
608.49,2024-01-24
564.59,2024-01-24
600.09,2024-01-24
639.96,2024-01-24
603.29,2024-01-24
670.17,2024-01-24
554.14,2024-01-24
558.77,2024-01-24
683.62,2024-01-24
590.4,2024-01-24
555.31,2024-01-24
683.69,2024-04-05
581.41,2024-04-05
675.28,2024-04-05
560.31,2024-04-05
672.62,2024-04-05
676.83,2024-04-05
654.59,2024-04-05
656.25,2024-04-05
526.04,2024-04-05
677.12,2024-04-05
653.28,2024-04-05
-,2024-04-05
686.88,2024-04-05
534.22,2024-04-05
646.69,2024-04-05
530.72,2024-04-05
617.19,2024-04-05
667.64,2024-04-05
680.98,2024-07-04
612.63,2024-07-04
641.72,2024-07-04
597.98,2024-07-04
550.97,2024-07-04
560.29,2024-07-04
614.9,2024-07-04
526.82,2024-07-04
634.18,2024-07-04
629.21,2024-07-04
668.82,2024-07-04
-,2024-07-04
584.24,2024-07-04
603.3,2024-07-04
631.64,2024-07-04
526.93,2024-07-04
654.37,2024-07-04
661.07,2024-07-04
557.99,2024-07-04
525.14,2024-07-04
569.11,2024-07-04
549.29,2024-07-04
559.29,2024-07-04
