Intake Pressure,Maintenance Date
626.26,2024-05-03
591.55,2024-05-03
631.2,2024-05-03
565.21,2024-05-03
502.4,2024-05-03
581.42,2024-05-03
656.76,2024-05-03
610.33,2024-05-03
614.45,2024-05-03
607.48,2024-05-03
594.07,2024-05-03
567.36,2024-05-03
533.98,2024-05-03
560.59,2024-05-03
622.27,2024-05-03
658.82,2024-05-03
613.0,2024-05-03
634.96,2024-05-03
630.9,2024-05-03
618.11,2024-05-03
571.94,2024-05-03
541.04,2024-05-03
563.52,2024-05-03
655.71,2024-05-03
577.85,2024-05-03
633.91,2024-05-03
509.81,2024-05-03
554.02,2024-05-03
652.32,2024-05-03
594.0,2024-05-03
510.88,2024-05-03
524.83,2024-05-03
560.58,2024-05-03
547.5,2024-05-03
510.8,2024-05-03
653.86,2024-05-03
663.79,2024-05-03
602.97,2024-05-03
516.3,2024-05-03
575.81,2024-05-03
518.51,2024-05-03
616.03,2024-05-03
554.38,2024-05-03
664.07,2024-05-03
628.7,2024-05-03
638.53,2024-05-03
516.89,2024-05-03
552.11,2024-05-03
630.48,2024-05-03
646.85,2024-06-21
557.03,2024-06-21
533.82,2024-06-21
561.49,2024-06-21
662.33,2024-06-21
566.13,2024-06-21
552.86,2024-06-21
526.86,2024-06-21
634.68,2024-06-21
526.28,2024-06-21
538.41,2024-06-21
646.48,2024-06-21
639.78,2024-06-21
653.02,2024-06-21
640.18,2024-06-21
554.05,2024-06-21
541.18,2024-06-21
634.52,2024-06-21
555.87,2024-06-21
562.42,2024-06-21
596.26,2024-06-21
546.28,2024-06-21
648.29,2024-06-21
630.41,2024-06-21
658.55,2024-06-21
544.77,2024-06-21
651.07,2024-06-21
630.57,2024-06-21
500.44,2024-06-21
617.13,2024-06-21
512.22,2024-06-21
618.84,2024-06-21
565.51,2024-06-21
507.4,2024-06-21
540.39,2024-06-21
544.61,2024-06-21
650.18,2024-09-14
557.83,2024-09-14
651.81,2024-09-14
605.18,2024-09-14
631.52,2024-09-14
506.89,2024-09-14
578.0,2024-09-14
524.94,2024-09-14
568.89,2024-09-14
547.02,2024-09-14
567.41,2024-09-14
604.36,2024-09-14
575.42,2024-09-14
537.42,2024-09-14
507.33,2024-09-14
656.33,2024-09-14
548.96,2024-09-14
500.62,2024-09-14
505.32,2024-09-14
599.96,2024-09-14
518.65,2024-09-14
539.21,2024-09-14
568.59,2024-09-14
593.04,2024-09-14
632.64,2024-09-14
561.98,2024-09-14
591.01,2024-09-14
577.69,2024-09-14
510.54,2024-09-14
513.02,2024-09-14
515.29,2024-09-14
590.11,2024-09-14
571.41,2024-09-14
653.97,2024-09-14
538.08,2024-09-14
537.26,2024-09-14
592.39,2024-09-14
528.3,2024-09-14
611.61,2024-09-14
631.41,2024-09-14
620.66,2024-09-14
504.66,2024-09-14
655.69,2024-09-14
575.71,2024-09-14
658.36,2024-09-14
640.55,2024-09-14
633.8,2024-09-14
656.17,2024-09-14
580.96,2024-09-14
593.86,2024-09-14
631.28,2025-01-27
511.88,2025-01-27
661.18,2025-01-27
656.79,2025-01-27
575.72,2025-01-27
606.88,2025-01-27
593.86,2025-01-27
523.98,2025-01-27
545.49,2025-01-27
661.9,2025-01-27
653.4,2025-01-27
503.72,2025-01-27
-,2025-01-27
535.26,2025-01-27
511.01,2025-01-27
543.9,2025-01-27
539.59,2025-01-27
600.62,2025-01-27
534.57,2025-01-27
541.18,2025-01-27
614.13,2025-01-27
565.37,2025-01-27
648.88,2025-01-27
548.52,2025-01-27
661.64,2025-01-27
641.22,2025-01-27
503.56,2025-01-27
529.86,2025-01-27
528.91,2025-01-27
620.73,2025-01-27
547.55,2025-01-27
525.47,2025-01-27
609.19,2025-01-27
639.69,2025-01-27
570.28,2025-01-27
656.05,2025-01-27
610.94,2025-01-27
544.18,2025-01-27
662.76,2025-07-19
617.82,2025-07-19
648.26,2025-07-19
627.96,2025-07-19
632.99,2025-07-19
635.49,2025-07-19
514.65,2025-07-19
531.82,2025-07-19
593.05,2025-07-19
663.21,2025-07-19
629.06,2025-07-19
598.61,2025-07-19
552.01,2025-07-19
659.97,2025-07-19
597.99,2025-07-19
597.26,2025-07-19
604.87,2025-07-19
611.47,2025-07-19
607.98,2025-07-19
555.01,2025-07-19
599.7,2025-07-19
627.6,2025-07-19
608.79,2025-07-19
634.34,2025-07-19
569.96,2025-07-19
609.66,2025-07-19
500.74,2025-07-19
638.96,2025-07-19
