Intake Pressure,Maintenance Date
561.63,2024-04-22
634.91,2024-04-22
584.6,2024-04-22
620.4,2024-04-22
574.67,2024-04-22
665.34,2024-04-22
629.41,2024-04-22
659.43,2024-04-22
589.59,2024-04-22
619.52,2024-04-22
621.87,2024-04-22
665.95,2024-04-22
638.49,2024-04-22
578.44,2024-04-22
577.54,2024-04-22
582.97,2024-04-22
651.07,2024-04-22
620.18,2024-04-22
606.12,2024-04-22
652.42,2024-04-22
593.01,2024-04-22
579.52,2024-04-22
594.21,2024-04-22
629.98,2024-04-22
540.59,2024-04-22
600.49,2024-04-22
663.55,2024-04-22
666.38,2024-05-19
597.63,2024-05-19
592.88,2024-05-19
533.73,2024-05-19
620.96,2024-05-19
546.42,2024-05-19
545.96,2024-05-19
686.22,2024-05-19
598.1,2024-05-19
675.72,2024-05-19
585.04,2024-05-19
651.78,2024-05-19
542.2,2024-05-19
688.46,2024-05-19
670.02,2024-05-19
616.85,2024-05-19
536.52,2024-05-19
564.91,2024-05-19
577.23,2024-05-19
615.34,2024-05-19
606.93,2024-05-19
647.62,2024-05-19
552.48,2024-05-19
532.68,2024-05-19
553.35,2024-05-19
539.76,2024-05-19
570.92,2024-05-19
536.18,2024-05-19
663.84,2024-05-19
611.63,2024-05-19
589.99,2024-05-19
589.32,2024-05-19
596.94,2024-05-19
640.96,2024-05-19
530.11,2024-05-19
539.06,2024-05-19
532.94,2024-05-19
630.26,2024-05-19
604.12,2024-05-19
604.12,2024-05-19
595.31,2024-05-19
667.36,2024-07-26
619.28,2024-07-26
667.91,2024-07-26
581.99,2024-07-26
675.76,2024-07-26
531.63,2024-07-26
632.31,2024-07-26
677.53,2024-07-26
664.26,2024-07-26
682.82,2024-07-26
604.6,2024-07-26
662.07,2024-07-26
616.42,2024-07-26
644.38,2024-07-26
584.43,2024-07-26
635.67,2024-07-26
679.54,2024-07-26
544.12,2024-07-26
577.33,2024-07-26
539.27,2024-07-26
625.94,2024-07-26
685.45,2024-07-26
625.82,2024-07-26
576.72,2024-07-26
636.32,2024-07-26
586.37,2024-07-26
621.26,2024-07-26
584.19,2024-07-26
636.4,2024-07-26
639.17,2024-07-26
662.5,2024-07-26
661.08,2024-11-02
572.66,2024-11-02
566.04,2024-11-02
540.02,2024-11-02
607.59,2024-11-02
603.36,2024-11-02
560.33,2024-11-02
684.95,2024-11-02
576.18,2024-11-02
683.03,2024-11-02
684.38,2024-11-02
552.04,2024-11-02
