Intake Pressure,Maintenance Date
578.71,2023-06-10
667.02,2023-06-10
588.31,2023-06-10
546.27,2023-06-10
664.67,2023-06-10
589.5,2023-06-10
647.65,2023-06-10
568.11,2023-06-10
627.88,2023-06-10
540.63,2023-06-10
631.49,2023-06-10
570.8,2023-06-10
580.72,2023-06-10
614.12,2023-06-10
540.66,2023-06-10
538.44,2023-06-10
529.4,2023-06-10
621.16,2023-06-10
558.26,2023-06-10
628.97,2023-06-10
648.5,2023-06-10
624.95,2023-06-10
680.31,2023-06-10
601.15,2023-06-10
652.97,2023-06-10
635.32,2023-06-10
661.95,2023-06-10
604.72,2023-06-10
685.4,2023-06-10
531.28,2023-06-10
572.64,2023-06-10
677.41,2023-07-11
571.56,2023-07-11
681.88,2023-07-11
606.06,2023-07-11
559.81,2023-07-11
556.33,2023-07-11
596.68,2023-07-11
670.54,2023-07-11
548.55,2023-07-11
661.08,2023-07-11
604.98,2023-07-11
672.74,2023-07-11
647.45,2023-07-11
576.97,2023-07-11
536.76,2023-07-11
623.45,2023-07-11
644.79,2023-07-11
525.86,2023-07-11
620.99,2023-07-11
603.29,2023-07-11
630.8,2023-07-11
533.34,2023-07-11
596.4,2023-07-11
538.36,2023-07-11
627.26,2023-07-11
564.57,2023-07-11
681.11,2023-07-11
557.29,2023-07-11
600.36,2023-07-11
678.17,2023-07-11
559.44,2023-07-11
627.03,2023-07-11
572.39,2023-07-11
538.06,2023-07-11
687.64,2023-07-11
686.11,2023-07-11
567.03,2023-07-11
588.46,2023-07-11
619.45,2023-09-18
661.16,2023-09-18
535.14,2023-09-18
639.17,2023-09-18
599.3,2023-09-18
612.69,2023-09-18
688.75,2023-09-18
564.01,2023-09-18
577.22,2023-09-18
594.9,2023-09-18
536.93,2023-09-18
635.64,2023-09-18
645.51,2023-09-18
675.19,2023-09-18
594.94,2023-09-18
672.56,2023-09-18
553.5,2023-09-18
552.09,2023-09-18
651.16,2023-09-18
550.37,2023-09-18
538.57,2023-09-18
553.97,2023-09-18
530.92,2023-09-18
578.78,2023-09-18
611.82,2023-09-18
687.61,2023-09-18
655.38,2023-09-18
636.96,2023-09-18
628.86,2023-09-18
661.07,2023-09-18
679.5,2023-09-18
662.37,2023-12-27
578.77,2023-12-27
546.3,2023-12-27
621.07,2023-12-27
525.98,2023-12-27
656.95,2023-12-27
580.6,2023-12-27
657.02,2023-12-27
609.04,2023-12-27
638.23,2023-12-27
547.27,2023-12-27
679.19,2023-12-27
587.1,2023-12-27
668.6,2023-12-27
628.29,2023-12-27
647.06,2023-12-27
670.08,2023-12-27
543.24,2023-12-27
569.27,2023-12-27
675.75,2023-12-27
672.65,2024-04-25
576.75,2024-04-25
557.59,2024-04-25
554.56,2024-04-25
531.76,2024-04-25
594.01,2024-04-25
543.97,2024-04-25
538.71,2024-04-25
561.45,2024-04-25
640.53,2024-04-25
530.48,2024-04-25
636.17,2024-04-25
564.96,2024-04-25
653.62,2024-04-25
660.68,2024-04-25
615.14,2024-04-25
674.65,2024-04-25
642.32,2024-04-25
681.51,2024-04-25
682.59,2024-04-25
688.57,2024-04-25
544.95,2024-04-25
629.82,2024-04-25
572.73,2024-04-25
599.65,2024-04-25
584.24,2024-04-25
599.09,2024-04-25
555.72,2024-04-25
619.87,2024-09-20
572.68,2024-09-20
567.83,2024-09-20
644.93,2024-09-20
655.7,2024-09-20
554.06,2024-09-20
547.48,2024-09-20
534.03,2024-09-20
-,2024-09-20
618.53,2024-09-20
652.61,2024-09-20
556.11,2024-09-20
603.7,2024-09-20
554.37,2024-09-20
684.36,2024-09-20
654.09,2024-09-20
641.0,2024-09-20
582.16,2024-09-20
658.73,2024-09-20
672.56,2024-09-20
573.6,2024-09-20
526.58,2024-09-20
545.32,2024-09-20
581.09,2024-09-20
687.98,2024-09-20
664.9,2024-09-20
680.77,2024-09-20
545.74,2024-09-20
554.4,2024-09-20
567.76,2024-09-20
534.03,2024-09-20
634.98,2025-03-18
598.13,2025-03-18
653.0,2025-03-18
645.46,2025-03-18
607.1,2025-03-18
604.93,2025-03-18
555.15,2025-03-18
526.68,2025-03-18
551.58,2025-03-18
678.19,2025-03-18
583.34,2025-03-18
641.16,2025-03-18
588.63,2025-03-18
665.15,2025-03-18
657.27,2025-03-18
620.82,2025-03-18
689.64,2025-03-18
570.03,2025-03-18
574.32,2025-03-18
680.23,2025-03-18
623.92,2025-03-18
664.59,2025-03-18
600.93,2025-03-18
617.36,2025-03-18
638.35,2025-03-18
662.31,2025-10-08
665.92,2025-10-08
579.28,2025-10-08
563.75,2025-10-08
528.27,2025-10-08
569.25,2025-10-08
581.73,2025-10-08
644.78,2025-10-08
566.38,2025-10-08
681.71,2025-10-08
592.67,2025-10-08
536.39,2025-10-08
569.06,2025-10-08
681.08,2025-10-08
670.62,2025-10-08
560.43,2025-10-08
651.76,2025-10-08
581.78,2025-10-08
602.09,2025-10-08
582.74,2025-10-08
632.39,2025-10-08
587.54,2025-10-08
684.68,2026-05-22
625.49,2026-05-22
573.47,2026-05-22
565.54,2026-05-22
660.92,2026-05-22
570.81,2026-05-22
635.73,2026-05-22
676.71,2026-05-22
562.18,2026-05-22
685.71,2026-05-22
651.57,2026-05-22
586.78,2026-05-22
672.91,2026-05-22
613.57,2026-05-22
-,2026-05-22
576.69,2026-05-22
671.99,2026-05-22
625.27,2026-05-22
654.84,2027-01-21
619.67,2027-01-21
556.52,2027-01-21
610.18,2027-01-21
638.66,2027-01-21
639.73,2027-01-21
656.64,2027-01-21
607.87,2027-01-21
566.15,2027-01-21
623.0,2027-01-21
684.45,2027-01-21
590.05,2027-01-21
638.07,2027-01-21
680.58,2027-01-21
564.41,2027-01-21
631.9,2027-01-21
576.61,2027-01-21
595.93,2027-01-21
546.36,2027-01-21
639.04,2027-01-21
620.97,2027-01-21
-,2027-01-21
540.65,2027-01-21
607.29,2027-01-21
648.19,2027-01-21
634.17,2027-01-21
535.57,2027-01-21
591.76,2027-01-21
597.81,2027-01-21
525.92,2027-01-21
668.37,2027-01-21
541.79,2027-01-21
684.5,2027-01-21
619.15,2027-01-21
652.36,2027-10-26
573.97,2027-10-26
-,2027-10-26
525.47,2027-10-26
571.15,2027-10-26
542.76,2027-10-26
681.79,2027-10-26
548.87,2027-10-26
626.62,2027-10-26
653.22,2027-10-26
682.01,2027-10-26
632.51,2027-10-26
650.81,2027-10-26
615.85,2027-10-26
532.33,2027-10-26
608.66,2027-10-26
575.66,2027-10-26
658.62,2027-10-26
676.41,2027-10-26
590.52,2027-10-26
526.17,2027-10-26
592.64,2027-10-26
