Intake Pressure,Maintenance Date
606.04,2024-09-20
609.84,2024-09-20
623.04,2024-09-20
660.85,2024-09-20
579.31,2024-09-20
607.13,2024-09-20
656.56,2024-09-20
601.64,2024-09-20
610.19,2024-09-20
523.5,2024-09-20
658.32,2024-09-20
625.15,2024-09-20
520.34,2024-09-20
522.4,2024-09-20
534.49,2024-09-20
604.68,2024-09-20
635.0,2024-09-20
656.77,2024-09-20
608.99,2024-09-20
541.76,2024-09-20
633.35,2024-09-20
554.04,2024-09-20
536.95,2024-09-20
521.87,2024-09-20
558.29,2024-09-20
600.83,2024-09-20
646.37,2024-09-20
594.7,2024-09-20
556.75,2024-09-20
625.84,2024-09-20
610.63,2024-09-20
523.89,2024-09-20
515.02,2024-09-20
524.59,2024-09-20
528.54,2024-09-20
649.42,2024-09-20
504.3,2024-09-20
589.38,2024-09-20
640.98,2024-09-20
549.88,2024-09-20
572.16,2024-09-20
617.1,2024-09-20
586.11,2024-09-20
624.84,2024-09-20
648.32,2024-09-20
529.57,2024-09-20
624.21,2024-11-05
663.8,2024-11-05
555.34,2024-11-05
595.05,2024-11-05
633.05,2024-11-05
581.12,2024-11-05
517.21,2024-11-05
636.16,2024-11-05
526.97,2024-11-05
561.9,2024-11-05
570.35,2024-11-05
641.24,2024-11-05
632.08,2024-11-05
663.08,2024-11-05
611.62,2024-11-05
602.25,2024-11-05
537.39,2024-11-05
631.63,2024-11-05
602.1,2024-11-05
642.79,2024-11-05
630.75,2024-11-05
656.69,2024-11-05
608.05,2024-11-05
549.47,2024-11-05
595.19,2024-11-05
535.13,2024-11-05
636.39,2024-11-05
612.88,2024-11-05
562.06,2024-11-05
510.29,2024-11-05
625.52,2024-11-05
631.0,2024-11-05
530.28,2024-11-05
611.39,2024-11-05
-,2024-11-05
507.56,2024-11-05
655.71,2024-11-05
566.52,2024-11-05
573.48,2024-11-05
605.93,2024-11-05
634.87,2024-11-05
660.46,2024-11-05
540.14,2024-11-05
527.47,2024-11-05
614.35,2024-11-05
589.91,2024-11-05
539.17,2024-11-05
538.03,2024-11-05
566.5,2024-11-05
578.53,2024-11-05
658.8,2025-02-09
609.68,2025-02-09
550.8,2025-02-09
551.9,2025-02-09
616.23,2025-02-09
-,2025-02-09
508.86,2025-02-09
529.22,2025-02-09
585.75,2025-02-09
662.34,2025-02-09
522.92,2025-02-09
642.94,2025-02-09
565.62,2025-02-09
654.15,2025-02-09
648.64,2025-02-09
568.67,2025-02-09
633.83,2025-02-09
654.77,2025-02-09
532.06,2025-02-09
627.61,2025-02-09
558.86,2025-02-09
590.37,2025-02-09
620.23,2025-02-09
572.2,2025-02-09
604.99,2025-02-09
652.26,2025-02-09
517.11,2025-02-09
632.59,2025-02-09
654.48,2025-02-09
555.03,2025-02-09
609.76,2025-02-09
600.05,2025-02-09
565.94,2025-02-09
662.95,2025-06-18
650.88,2025-06-18
543.06,2025-06-18
664.93,2025-06-18
642.82,2025-06-18
604.35,2025-06-18
627.21,2025-06-18
544.21,2025-06-18
519.45,2025-06-18
546.88,2025-06-18
654.31,2025-06-18
611.61,2025-06-18
591.17,2025-06-18
506.23,2025-06-18
533.79,2025-06-18
507.23,2025-06-18
554.61,2025-06-18
525.41,2025-06-18
635.18,2025-06-18
550.28,2025-06-18
660.67,2025-06-18
551.47,2025-06-18
569.9,2025-06-18
647.21,2025-06-18
516.83,2025-06-18
657.88,2025-06-18
553.3,2025-06-18
556.29,2025-06-18
517.12,2025-06-18
624.47,2025-06-18
550.69,2025-06-18
570.36,2025-06-18
604.53,2025-06-18
539.21,2025-06-18
578.76,2025-06-18
534.84,2025-06-18
587.79,2025-06-18
551.08,2025-06-18
653.73,2025-06-18
553.2,2025-06-18
623.26,2025-06-18
505.8,2025-06-18
589.68,2025-06-18
564.34,2025-06-18
572.1,2025-06-18
636.18,2025-06-18
526.34,2025-06-18
636.33,2025-06-18
557.79,2025-06-18
579.71,2025-06-18
635.23,2025-06-18
610.9,2025-06-18
638.31,2025-12-16
506.41,2025-12-16
546.28,2025-12-16
511.61,2025-12-16
550.77,2025-12-16
532.79,2025-12-16
507.37,2025-12-16
537.16,2025-12-16
608.58,2025-12-16
518.38,2025-12-16
503.08,2025-12-16
515.15,2025-12-16
606.0,2025-12-16
553.36,2025-12-16
574.15,2025-12-16
607.35,2025-12-16
530.36,2025-12-16
558.11,2025-12-16
582.68,2025-12-16
581.32,2025-12-16
505.34,2025-12-16
616.84,2025-12-16
552.8,2025-12-16
648.63,2025-12-16
506.02,2025-12-16
580.13,2025-12-16
506.58,2025-12-16
540.41,2025-12-16
503.59,2025-12-16
579.77,2025-12-16
587.65,2025-12-16
613.87,2025-12-16
547.37,2025-12-16
539.54,2025-12-16
517.62,2025-12-16
631.99,2025-12-16
540.07,2025-12-16
535.35,2025-12-16
609.55,2025-12-16
511.44,2025-12-16
523.29,2025-12-16
652.67,2025-12-16
502.39,2025-12-16
581.95,2025-12-16
568.93,2025-12-16
537.65,2025-12-16
641.36,2025-12-16
651.72,2025-12-16
511.7,2025-12-16
600.76,2025-12-16
534.58,2025-12-16
635.94,2025-12-16
536.42,2025-12-16
612.88,2025-12-16
600.58,2025-12-16
525.8,2025-12-16
532.48,2025-12-16
594.8,2025-12-16
588.47,2025-12-16
521.11,2025-12-16
505.71,2025-12-16
650.82,2025-12-16
619.16,2025-12-16
545.98,2025-12-16
633.8,2025-12-16
543.99,2025-12-16
561.41,2025-12-16
608.3,2025-12-16
661.34,2025-12-16
658.2,2025-12-16
658.32,2025-12-16
593.95,2025-12-16
517.31,2025-12-16
-,2025-12-16
608.16,2025-12-16
654.0,2025-12-16
522.02,2025-12-16
502.39,2025-12-16
530.8,2025-12-16
509.35,2025-12-16
619.04,2026-09-03
543.69,2026-09-03
659.2,2026-09-03
560.68,2026-09-03
524.55,2026-09-03
513.2,2026-09-03
601.16,2026-09-03
570.28,2026-09-03
599.73,2026-09-03
512.67,2026-09-03
520.14,2026-09-03
643.59,2026-09-03
623.14,2026-09-03
640.06,2026-09-03
657.25,2026-09-03
522.04,2026-09-03
658.33,2026-09-03
657.08,2026-09-03
522.99,2026-09-03
612.04,2026-09-03
570.1,2026-09-03
660.18,2026-09-03
500.09,2026-09-03
600.09,2026-09-03
511.58,2026-09-03
533.63,2026-09-03
636.27,2026-09-03
615.94,2026-09-03
605.07,2026-09-03
589.13,2026-09-03
613.65,2026-09-03
642.59,2026-09-03
531.75,2026-09-03
586.82,2026-09-03
562.17,2026-09-03
571.89,2026-09-03
657.36,2027-06-27
534.15,2027-06-27
521.5,2027-06-27
