Intake Pressure,Maintenance Date
617.62,2024-06-11
577.53,2024-06-11
610.33,2024-06-11
642.01,2024-06-11
611.29,2024-06-11
596.03,2024-06-11
535.36,2024-06-11
594.9,2024-06-11
591.87,2024-06-11
567.8,2024-06-11
654.81,2024-06-11
526.78,2024-06-11
578.75,2024-06-11
615.29,2024-06-11
656.16,2024-06-11
572.61,2024-06-11
612.04,2024-06-11
575.03,2024-06-11
638.38,2024-06-11
597.98,2024-06-11
664.13,2024-06-11
507.35,2024-06-11
617.37,2024-06-11
555.04,2024-06-11
503.44,2024-06-11
552.95,2024-06-11
613.35,2024-06-11
507.03,2024-06-11
572.75,2024-06-11
645.41,2024-06-11
602.63,2024-06-11
535.32,2024-06-11
517.95,2024-06-11
545.48,2024-06-11
528.03,2024-06-11
533.33,2024-06-11
606.26,2024-06-11
598.09,2024-06-11
606.62,2024-06-11
597.1,2024-06-11
565.17,2024-06-11
507.33,2024-06-11
653.33,2024-06-11
600.6,2024-06-11
605.47,2024-06-11
622.13,2024-06-11
658.72,2024-07-27
505.13,2024-07-27
659.2,2024-07-27
627.99,2024-07-27
501.3,2024-07-27
623.39,2024-07-27
533.87,2024-07-27
513.13,2024-07-27
634.19,2024-07-27
522.51,2024-07-27
558.98,2024-07-27
561.41,2024-07-27
551.63,2024-07-27
568.64,2024-07-27
549.52,2024-07-27
523.81,2024-07-27
599.75,2024-07-27
564.08,2024-07-27
518.77,2024-07-27
623.37,2024-07-27
628.71,2024-07-27
578.13,2024-07-27
625.82,2024-07-27
639.39,2024-07-27
566.32,2024-07-27
626.89,2024-07-27
508.49,2024-07-27
503.62,2024-07-27
599.91,2024-07-27
578.5,2024-07-27
620.6,2024-07-27
575.6,2024-07-27
605.92,2024-07-27
637.73,2024-07-27
611.21,2024-07-27
592.52,2024-07-27
642.75,2024-07-27
634.3,2024-07-27
564.74,2024-07-27
585.43,2024-07-27
580.95,2024-07-27
653.52,2024-07-27
603.37,2024-07-27
594.4,2024-07-27
506.38,2024-07-27
660.74,2024-07-27
627.63,2024-07-27
546.86,2024-07-27
611.87,2024-07-27
645.52,2024-07-27
515.61,2024-07-27
550.69,2024-07-27
524.58,2024-07-27
659.06,2024-11-03
568.76,2024-11-03
573.61,2024-11-03
539.48,2024-11-03
574.87,2024-11-03
588.08,2024-11-03
541.45,2024-11-03
591.13,2024-11-03
533.22,2024-11-03
610.66,2024-11-03
583.81,2024-11-03
655.26,2024-11-03
520.88,2024-11-03
556.09,2024-11-03
582.25,2024-11-03
549.79,2024-11-03
535.13,2024-11-03
505.73,2024-11-03
