Intake Pressure,Maintenance Date
488.36,2023-12-15
527.47,2023-12-15
616.95,2023-12-15
604.18,2023-12-15
490.73,2023-12-15
515.13,2023-12-15
630.9,2023-12-15
582.96,2023-12-15
522.97,2023-12-15
560.02,2023-12-15
602.81,2023-12-15
525.08,2023-12-15
-,2023-12-15
531.05,2023-12-15
558.46,2023-12-15
493.96,2023-12-15
565.22,2023-12-15
476.22,2023-12-15
556.04,2023-12-15
601.68,2023-12-15
481.04,2023-12-15
606.43,2023-12-15
549.19,2023-12-15
497.2,2023-12-15
554.91,2023-12-15
569.49,2023-12-15
593.69,2023-12-15
489.62,2023-12-15
494.69,2023-12-15
525.55,2023-12-15
565.23,2023-12-15
498.8,2023-12-15
563.27,2023-12-15
486.56,2023-12-15
604.33,2023-12-15
476.08,2023-12-15
563.33,2023-12-15
631.07,2023-12-15
619.67,2023-12-15
551.4,2023-12-15
590.16,2023-12-15
617.72,2023-12-15
628.31,2023-12-15
571.41,2023-12-15
549.45,2023-12-15
585.92,2023-12-15
541.76,2023-12-15
558.21,2023-12-15
589.66,2023-12-15
627.23,2023-12-15
566.68,2023-12-15
564.94,2023-12-15
630.23,2023-12-15
496.23,2023-12-15
529.37,2023-12-15
610.97,2023-12-15
577.07,2023-12-15
594.93,2023-12-15
633.55,2023-12-15
589.76,2023-12-15
547.18,2023-12-15
610.27,2023-12-15
567.86,2023-12-15
613.25,2023-12-15
618.82,2023-12-15
505.4,2023-12-15
500.78,2023-12-15
599.57,2023-12-15
538.5,2023-12-15
531.17,2023-12-15
566.76,2023-12-15
568.44,2023-12-15
594.62,2023-12-15
633.16,2023-12-15
602.11,2023-12-15
545.8,2023-12-15
613.88,2023-12-15
541.03,2023-12-15
555.43,2023-12-15
495.09,2023-12-15
571.57,2023-12-15
639.13,2023-12-15
619.46,2023-12-15
564.5,2023-12-15
618.28,2023-12-15
520.67,2023-12-15
615.81,2023-12-15
605.7,2023-12-15
572.28,2023-12-15
589.64,2023-12-15
594.11,2023-12-15
566.69,2023-12-15
616.62,2023-12-15
603.08,2023-12-15
559.51,2023-12-15
623.18,2023-12-15
579.7,2023-12-15
575.29,2023-12-15
545.71,2023-12-15
603.02,2023-12-15
599.32,2023-12-15
597.16,2023-12-15
603.96,2023-12-15
485.4,2023-12-15
508.35,2023-12-15
638.84,2023-12-15
544.41,2023-12-15
-,2023-12-15
575.88,2023-12-15
510.67,2023-12-15
557.78,2023-12-15
623.57,2023-12-15
482.29,2023-12-15
636.89,2023-12-15
487.93,2023-12-15
562.02,2023-12-15
629.57,2023-12-15
545.62,2023-12-15
626.69,2023-12-15
606.73,2023-12-15
535.63,2023-12-15
618.15,2023-12-15
608.44,2023-12-15
571.01,2023-12-15
487.72,2023-12-15
550.94,2023-12-15
481.3,2023-12-15
607.76,2023-12-15
585.0,2023-12-15
527.18,2023-12-15
601.34,2023-12-15
554.89,2023-12-15
613.28,2023-12-15
582.15,2023-12-15
573.11,2023-12-15
599.94,2023-12-15
632.98,2023-12-15
522.31,2023-12-15
511.9,2023-12-15
553.61,2023-12-15
494.52,2023-12-15
554.22,2023-12-15
553.59,2023-12-15
531.76,2023-12-15
621.78,2023-12-15
506.8,2023-12-15
482.97,2023-12-15
508.72,2023-12-15
562.28,2023-12-15
539.43,2023-12-15
493.69,2023-12-15
552.87,2023-12-15
510.6,2023-12-15
596.42,2023-12-15
544.39,2023-12-15
593.51,2023-12-15
602.65,2023-12-15
598.67,2023-12-15
552.62,2023-12-15
598.33,2023-12-15
512.14,2023-12-15
538.95,2023-12-15
517.64,2023-12-15
609.1,2023-12-15
585.03,2023-12-15
498.93,2023-12-15
624.22,2023-12-15
604.73,2023-12-15
568.82,2023-12-15
524.84,2023-12-15
530.75,2023-12-15
527.91,2023-12-15
531.78,2023-12-15
500.49,2023-12-15
486.61,2023-12-15
559.48,2023-12-15
503.94,2023-12-15
575.08,2023-12-15
619.45,2023-12-15
475.19,2023-12-15
636.88,2024-06-12
634.97,2024-06-12
485.28,2024-06-12
537.47,2024-06-12
537.91,2024-06-12
560.14,2024-06-12
583.9,2024-06-12
