Intake Pressure,Maintenance Date
530.24,2023-02-08
551.31,2023-02-08
637.36,2023-02-08
604.05,2023-02-08
-,2023-02-08
641.89,2023-02-08
612.23,2023-02-08
662.7,2023-02-08
546.0,2023-02-08
660.27,2023-02-08
600.49,2023-02-08
579.13,2023-02-08
589.62,2023-02-08
665.45,2023-02-08
626.51,2023-02-08
574.06,2023-02-08
569.7,2023-02-08
610.87,2023-02-08
633.82,2023-02-08
630.7,2023-02-08
528.54,2023-02-08
663.86,2023-02-08
622.47,2023-02-08
584.27,2023-02-08
636.31,2023-02-08
525.73,2023-02-08
622.09,2023-02-08
626.28,2023-03-07
530.5,2023-03-07
561.22,2023-03-07
652.53,2023-03-07
660.94,2023-03-07
658.77,2023-03-07
616.9,2023-03-07
632.25,2023-03-07
615.51,2023-03-07
586.87,2023-03-07
674.3,2023-03-07
528.99,2023-03-07
551.93,2023-03-07
559.84,2023-03-07
576.34,2023-03-07
642.42,2023-03-07
532.25,2023-03-07
621.51,2023-03-07
539.63,2023-03-07
678.52,2023-03-07
566.68,2023-03-07
577.42,2023-03-07
550.66,2023-03-07
652.62,2023-03-07
540.57,2023-03-07
587.94,2023-03-07
569.84,2023-03-07
526.82,2023-03-07
538.69,2023-03-07
537.83,2023-03-07
689.85,2023-05-03
614.82,2023-05-03
564.81,2023-05-03
639.53,2023-05-03
557.52,2023-05-03
677.65,2023-05-03
668.84,2023-05-03
656.5,2023-05-03
590.85,2023-05-03
674.62,2023-05-03
548.63,2023-05-03
533.64,2023-05-03
551.54,2023-05-03
590.28,2023-05-03
610.74,2023-05-03
566.83,2023-05-03
626.78,2023-05-03
659.79,2023-05-03
635.09,2023-05-03
667.73,2023-05-03
540.95,2023-05-03
646.11,2023-05-03
683.98,2023-05-03
619.27,2023-05-03
545.28,2023-05-03
681.34,2023-05-03
554.45,2023-05-03
567.05,2023-05-03
666.18,2023-05-03
673.94,2023-07-28
656.31,2023-07-28
550.54,2023-07-28
653.48,2023-07-28
662.04,2023-07-28
567.58,2023-07-28
544.46,2023-07-28
591.69,2023-07-28
660.78,2023-07-28
623.31,2023-07-28
558.72,2023-07-28
679.08,2023-07-28
530.27,2023-07-28
596.46,2023-07-28
589.81,2023-07-28
533.33,2023-07-28
555.19,2023-07-28
640.49,2023-07-28
586.65,2023-07-28
597.84,2023-07-28
648.77,2023-07-28
667.14,2023-07-28
560.47,2023-07-28
597.12,2023-07-28
574.66,2023-07-28
573.54,2023-07-28
654.96,2023-11-17
570.2,2023-11-17
623.56,2023-11-17
608.56,2023-11-17
642.82,2023-11-17
546.7,2023-11-17
629.07,2023-11-17
634.78,2023-11-17
588.73,2023-11-17
551.89,2023-11-17
616.56,2023-11-17
569.29,2023-11-17
614.93,2023-11-17
571.77,2023-11-17
682.24,2023-11-17
542.35,2023-11-17
613.45,2023-11-17
550.97,2023-11-17
537.43,2023-11-17
668.18,2023-11-17
-,2023-11-17
582.4,2023-11-17
671.37,2023-11-17
605.96,2023-11-17
646.93,2023-11-17
601.2,2023-11-17
564.04,2023-11-17
688.94,2023-11-17
641.48,2023-11-17
635.92,2023-11-17
638.03,2023-11-17
676.11,2023-11-17
529.11,2023-11-17
658.93,2023-11-17
673.25,2024-04-11
623.73,2024-04-11
551.78,2024-04-11
613.61,2024-04-11
598.38,2024-04-11
645.4,2024-04-11
681.11,2024-04-11
536.11,2024-04-11
585.33,2024-04-11
527.78,2024-04-11
632.52,2024-04-11
621.52,2024-04-11
573.29,2024-04-11
548.36,2024-04-11
634.59,2024-04-11
651.25,2024-04-11
624.3,2024-04-11
573.94,2024-04-11
672.98,2024-04-11
669.1,2024-04-11
557.11,2024-04-11
670.14,2024-04-11
672.29,2024-04-11
565.92,2024-04-11
573.22,2024-04-11
601.08,2024-04-11
657.34,2024-04-11
680.04,2024-04-11
684.41,2024-04-11
564.58,2024-04-11
677.98,2024-04-11
644.18,2024-04-11
634.05,2024-10-06
612.5,2024-10-06
650.81,2024-10-06
570.22,2024-10-06
594.38,2024-10-06
534.94,2024-10-06
609.14,2024-10-06
665.71,2024-10-06
554.58,2024-10-06
646.79,2024-10-06
574.03,2024-10-06
614.37,2024-10-06
656.71,2024-10-06
549.91,2024-10-06
594.36,2024-10-06
634.35,2024-10-06
600.65,2024-10-06
577.52,2024-10-06
559.92,2024-10-06
543.36,2024-10-06
569.41,2024-10-06
594.13,2024-10-06
-,2024-10-06
562.65,2024-10-06
623.37,2024-10-06
-,2024-10-06
545.32,2024-10-06
675.44,2024-10-06
619.01,2024-10-06
560.28,2024-10-06
615.85,2024-10-06
677.43,2024-10-06
557.31,2024-10-06
604.36,2024-10-06
644.64,2024-10-06
649.82,2024-10-06
675.01,2025-05-08
640.78,2025-05-08
526.48,2025-05-08
638.15,2025-05-08
683.12,2025-05-08
583.33,2025-05-08
628.85,2025-05-08
581.33,2025-05-08
681.04,2025-05-08
672.76,2025-05-08
610.92,2025-05-08
681.38,2025-05-08
592.06,2025-05-08
570.93,2025-05-08
602.37,2025-05-08
624.28,2025-05-08
526.27,2025-05-08
617.53,2025-05-08
661.31,2025-05-08
633.03,2025-05-08
592.52,2025-05-08
563.72,2025-05-08
529.64,2025-05-08
622.34,2025-05-08
640.94,2025-05-08
526.86,2025-05-08
558.09,2025-05-08
632.8,2025-05-08
659.45,2026-01-05
669.81,2026-01-05
613.24,2026-01-05
585.09,2026-01-05
579.22,2026-01-05
532.66,2026-01-05
577.07,2026-01-05
574.54,2026-01-05
686.59,2026-01-05
667.62,2026-01-05
589.81,2026-01-05
643.77,2026-01-05
541.55,2026-01-05
624.46,2026-01-05
585.02,2026-01-05
633.44,2026-01-05
599.99,2026-01-05
552.49,2026-01-05
542.71,2026-01-05
670.21,2026-01-05
583.83,2026-01-05
630.4,2026-01-05
675.92,2026-01-05
654.44,2026-01-05
570.83,2026-01-05
627.41,2026-01-05
677.56,2026-01-05
591.59,2026-01-05
559.08,2026-01-05
572.38,2026-01-05
679.51,2026-01-05
-,2026-01-05
557.86,2026-01-05
656.69,2026-10-07
606.14,2026-10-07
607.12,2026-10-07
617.01,2026-10-07
584.07,2026-10-07
600.44,2026-10-07
562.48,2026-10-07
649.45,2026-10-07
646.05,2026-10-07
629.63,2026-10-07
651.4,2026-10-07
607.43,2026-10-07
547.81,2026-10-07
529.09,2026-10-07
630.8,2026-10-07
585.9,2026-10-07
673.2,2026-10-07
587.85,2026-10-07
671.53,2026-10-07
543.27,2026-10-07
601.41,2026-10-07
602.96,2026-10-07
653.63,2026-10-07
652.82,2027-08-01
668.33,2027-08-01
