Intake Pressure,Maintenance Date
616.57,2023-05-19
680.45,2023-05-19
611.22,2023-05-19
714.75,2023-05-19
604.86,2023-05-19
681.27,2023-05-19
671.05,2023-05-19
623.33,2023-05-19
631.53,2023-05-19
703.66,2023-05-19
605.08,2023-05-19
672.96,2023-05-19
563.58,2023-05-19
705.78,2023-06-01
706.38,2023-06-01
553.4,2023-06-01
603.83,2023-06-01
694.46,2023-06-01
692.4,2023-06-01
566.66,2023-06-01
646.52,2023-06-01
652.52,2023-06-01
653.21,2023-06-01
664.83,2023-06-01
694.32,2023-06-01
703.5,2023-06-01
698.17,2023-06-01
578.67,2023-06-01
678.98,2023-06-29
635.76,2023-06-29
616.32,2023-06-29
696.2,2023-06-29
706.55,2023-06-29
603.26,2023-06-29
666.24,2023-06-29
587.07,2023-06-29
617.63,2023-06-29
699.46,2023-06-29
555.12,2023-06-29
553.95,2023-06-29
618.02,2023-06-29
613.41,2023-06-29
614.38,2023-06-29
582.06,2023-06-29
638.43,2023-06-29
652.28,2023-06-29
576.78,2023-06-29
683.84,2023-06-29
669.68,2023-06-29
570.46,2023-06-29
701.67,2023-08-18
709.49,2023-08-18
586.59,2023-08-18
588.24,2023-08-18
636.89,2023-08-18
586.99,2023-08-18
581.86,2023-08-18
653.11,2023-08-18
619.97,2023-08-18
647.5,2023-08-18
638.33,2023-08-18
602.28,2023-08-18
683.77,2023-08-18
693.41,2023-08-18
552.87,2023-08-18
675.15,2023-08-18
621.5,2023-08-18
674.75,2023-08-18
652.28,2023-08-18
713.94,2023-08-18
667.57,2023-10-27
-,2023-10-27
691.86,2023-10-27
681.25,2023-10-27
566.89,2023-10-27
697.0,2023-10-27
673.71,2023-10-27
648.67,2023-10-27
586.62,2023-10-27
667.0,2023-10-27
649.19,2023-10-27
653.81,2023-10-27
586.41,2023-10-27
658.23,2023-10-27
641.93,2023-10-27
651.68,2023-10-27
584.85,2023-10-27
633.75,2024-01-22
689.73,2024-01-22
702.89,2024-01-22
602.38,2024-01-22
637.44,2024-01-22
584.56,2024-01-22
561.35,2024-01-22
581.44,2024-01-22
622.81,2024-01-22
599.81,2024-01-22
627.89,2024-01-22
588.45,2024-01-22
551.19,2024-01-22
604.67,2024-01-22
702.4,2024-01-22
606.69,2024-01-22
561.59,2024-01-22
653.19,2024-01-22
613.74,2024-01-22
605.51,2024-01-22
687.65,2024-01-22
683.66,2024-01-22
646.98,2024-01-22
683.82,2024-01-22
565.16,2024-01-22
702.8,2024-05-13
623.71,2024-05-13
582.42,2024-05-13
587.32,2024-05-13
651.56,2024-05-13
682.56,2024-05-13
649.97,2024-05-13
713.72,2024-05-13
688.2,2024-05-13
660.05,2024-05-13
603.09,2024-05-13
670.26,2024-05-13
677.09,2024-05-13
663.98,2024-05-13
659.99,2024-09-16
615.02,2024-09-16
613.86,2024-09-16
657.16,2024-09-16
706.42,2024-09-16
649.13,2024-09-16
675.65,2024-09-16
584.06,2024-09-16
565.15,2024-09-16
683.77,2024-09-16
595.3,2024-09-16
639.46,2024-09-16
595.01,2024-09-16
657.86,2024-09-16
711.72,2024-09-16
561.33,2024-09-16
588.49,2024-09-16
611.62,2024-09-16
565.45,2024-09-16
598.24,2024-09-16
703.35,2024-09-16
608.73,2024-09-16
651.69,2024-09-16
581.02,2024-09-16
631.3,2025-02-13
711.94,2025-02-13
668.81,2025-02-13
645.98,2025-02-13
-,2025-02-13
631.47,2025-02-13
676.07,2025-02-13
614.45,2025-02-13
620.47,2025-02-13
581.65,2025-02-13
604.43,2025-02-13
628.3,2025-02-13
585.71,2025-02-13
642.87,2025-02-13
706.68,2025-02-13
581.18,2025-02-13
555.47,2025-02-13
614.01,2025-02-13
643.42,2025-02-13
680.51,2025-02-13
618.67,2025-08-02
584.9,2025-08-02
605.89,2025-08-02
672.63,2025-08-02
673.04,2025-08-02
689.57,2025-08-02
650.61,2025-08-02
561.75,2025-08-02
-,2025-08-02
691.46,2025-08-02
607.14,2025-08-02
566.78,2025-08-02
555.09,2025-08-02
656.15,2025-08-02
591.97,2025-08-02
683.81,2025-08-02
697.61,2025-08-02
649.95,2025-08-02
631.59,2025-08-02
622.75,2025-08-02
618.02,2025-08-02
598.77,2025-08-02
640.49,2025-08-02
597.16,2025-08-02
623.12,2025-08-02
704.52,2026-02-13
691.15,2026-02-13
633.97,2026-02-13
569.56,2026-02-13
555.37,2026-02-13
555.21,2026-02-13
643.17,2026-02-13
685.82,2026-02-13
704.64,2026-02-13
559.62,2026-02-13
583.34,2026-02-13
638.85,2026-02-13
642.12,2026-02-13
579.45,2026-02-13
623.86,2026-02-13
678.79,2026-02-13
599.42,2026-02-13
664.2,2026-02-13
647.76,2026-02-13
555.47,2026-02-13
552.44,2026-02-13
678.7,2026-02-13
633.46,2026-09-18
554.66,2026-09-18
597.03,2026-09-18
593.33,2026-09-18
647.89,2026-09-18
561.03,2026-09-18
623.38,2026-09-18
616.73,2026-09-18
674.29,2026-09-18
705.57,2026-09-18
582.36,2026-09-18
664.63,2026-09-18
645.26,2026-09-18
701.35,2026-09-18
602.23,2026-09-18
659.49,2026-09-18
559.52,2026-09-18
624.47,2026-09-18
550.93,2026-09-18
697.68,2027-05-12
556.44,2027-05-12
703.64,2027-05-12
614.85,2027-05-12
711.06,2027-05-12
588.12,2027-05-12
649.21,2027-05-12
589.15,2027-05-12
564.43,2027-05-12
663.39,2027-05-12
577.86,2027-05-12
666.07,2027-05-12
711.83,2027-05-12
685.57,2027-05-12
668.92,2027-05-12
633.71,2027-05-12
665.84,2027-05-12
706.79,2028-01-20
644.0,2028-01-20
-,2028-01-20
630.84,2028-01-20
551.62,2028-01-20
713.18,2028-01-20
706.17,2028-01-20
581.03,2028-01-20
674.45,2028-01-20
699.7,2028-01-20
661.5,2028-01-20
674.38,2028-01-20
603.2,2028-01-20
610.06,2028-01-20
674.42,2028-01-20
599.8,2028-01-20
593.5,2028-01-20
578.66,2028-01-20
638.98,2028-10-17
622.86,2028-10-17
598.09,2028-10-17
647.14,2028-10-17
603.48,2028-10-17
675.62,2028-10-17
657.64,2028-10-17
661.83,2028-10-17
677.14,2028-10-17
626.08,2028-10-17
648.46,2028-10-17
579.58,2028-10-17
618.39,2028-10-17
602.91,2028-10-17
678.55,2028-10-17
707.95,2028-10-17
654.05,2028-10-17
676.5,2028-10-17
656.1,2028-10-17
702.84,2028-10-17
559.13,2028-10-17
666.21,2029-08-05
638.48,2029-08-05
632.23,2029-08-05
572.88,2029-08-05
594.7,2029-08-05
664.1,2029-08-05
663.1,2029-08-05
614.92,2029-08-05
