Intake Pressure,Maintenance Date
554.85,2024-09-23
643.13,2024-09-23
545.66,2024-09-23
576.85,2024-09-23
559.19,2024-09-23
530.79,2024-09-23
508.7,2024-09-23
615.97,2024-09-23
594.86,2024-09-23
663.63,2024-09-23
616.9,2024-09-23
637.41,2024-09-23
630.52,2024-09-23
586.37,2024-09-23
539.9,2024-09-23
510.58,2024-09-23
505.05,2024-09-23
635.09,2024-09-23
645.91,2024-09-23
510.18,2024-09-23
553.42,2024-09-23
624.29,2024-09-23
635.87,2024-09-23
619.59,2024-09-23
546.98,2024-09-23
554.27,2024-09-23
608.04,2024-09-23
564.86,2024-09-23
527.31,2024-09-23
663.22,2024-09-23
612.98,2024-09-23
580.02,2024-09-23
650.31,2024-09-23
625.87,2024-09-23
539.24,2024-09-23
537.62,2024-09-23
640.52,2024-10-29
657.92,2024-10-29
508.55,2024-10-29
591.63,2024-10-29
541.04,2024-10-29
571.35,2024-10-29
582.93,2024-10-29
584.36,2024-10-29
555.67,2024-10-29
511.59,2024-10-29
574.53,2024-10-29
575.38,2024-10-29
629.54,2024-10-29
619.5,2024-10-29
569.05,2024-10-29
556.45,2024-10-29
543.25,2024-10-29
533.62,2024-10-29
566.07,2024-10-29
592.38,2024-10-29
529.63,2024-10-29
662.44,2024-10-29
541.9,2024-10-29
528.8,2024-10-29
623.41,2024-10-29
558.12,2024-10-29
574.53,2024-10-29
575.68,2024-10-29
520.91,2024-10-29
591.01,2024-10-29
582.83,2024-10-29
624.14,2024-10-29
522.96,2024-10-29
657.73,2024-10-29
605.2,2024-10-29
648.97,2024-10-29
530.52,2024-10-29
567.01,2024-10-29
614.45,2024-10-29
570.65,2024-10-29
512.3,2024-10-29
525.01,2024-10-29
624.06,2024-10-29
636.75,2024-10-29
550.44,2024-10-29
532.2,2024-10-29
637.22,2024-10-29
591.53,2024-10-29
655.2,2024-10-29
536.56,2024-10-29
537.52,2024-10-29
597.33,2024-10-29
647.31,2024-10-29
526.95,2024-10-29
575.56,2024-10-29
555.69,2024-10-29
522.76,2024-10-29
638.55,2024-10-29
528.8,2024-10-29
609.46,2024-10-29
659.73,2024-10-29
597.86,2024-10-29
602.85,2024-10-29
531.01,2024-10-29
525.41,2024-10-29
555.84,2024-10-29
518.55,2024-10-29
546.42,2024-10-29
535.73,2024-10-29
632.49,2024-10-29
652.56,2025-02-12
504.21,2025-02-12
627.31,2025-02-12
658.19,2025-02-12
650.52,2025-02-12
589.61,2025-02-12
653.44,2025-02-12
573.18,2025-02-12
601.46,2025-02-12
557.37,2025-02-12
548.08,2025-02-12
594.76,2025-02-12
536.41,2025-02-12
532.67,2025-02-12
574.27,2025-02-12
504.89,2025-02-12
557.12,2025-02-12
501.52,2025-02-12
569.85,2025-02-12
602.03,2025-02-12
614.1,2025-02-12
533.4,2025-02-12
646.78,2025-02-12
635.32,2025-02-12
633.81,2025-02-12
505.82,2025-02-12
638.56,2025-02-12
600.32,2025-02-12
664.14,2025-02-12
525.98,2025-02-12
608.59,2025-02-12
511.4,2025-02-12
501.83,2025-02-12
501.93,2025-02-12
598.39,2025-02-12
629.06,2025-02-12
581.16,2025-02-12
599.55,2025-02-12
652.78,2025-02-12
575.46,2025-02-12
510.66,2025-02-12
514.79,2025-02-12
503.05,2025-02-12
644.69,2025-02-12
620.32,2025-02-12
624.64,2025-02-12
604.84,2025-02-12
543.45,2025-02-12
612.68,2025-02-12
563.24,2025-02-12
610.48,2025-02-12
647.28,2025-02-12
558.81,2025-02-12
512.67,2025-02-12
606.67,2025-02-12
557.79,2025-02-12
539.53,2025-02-12
523.9,2025-02-12
529.14,2025-02-12
601.81,2025-02-12
576.73,2025-02-12
639.77,2025-02-12
620.81,2025-02-12
553.15,2025-02-12
575.47,2025-02-12
544.74,2025-02-12
514.07,2025-02-12
568.49,2025-02-12
596.98,2025-02-12
549.52,2025-02-12
589.21,2025-02-12
638.89,2025-02-12
626.51,2025-02-12
611.26,2025-02-12
597.9,2025-02-12
565.31,2025-02-12
605.75,2025-02-12
525.75,2025-02-12
590.16,2025-02-12
500.29,2025-02-12
626.99,2025-08-17
597.32,2025-08-17
593.45,2025-08-17
598.72,2025-08-17
546.1,2025-08-17
609.21,2025-08-17
569.58,2025-08-17
610.5,2025-08-17
598.23,2025-08-17
504.75,2025-08-17
654.94,2025-08-17
588.39,2025-08-17
562.46,2025-08-17
548.29,2025-08-17
643.13,2025-08-17
552.48,2025-08-17
591.66,2025-08-17
607.82,2025-08-17
645.1,2025-08-17
521.29,2025-08-17
562.98,2025-08-17
-,2025-08-17
-,2025-08-17
640.24,2025-08-17
654.81,2025-08-17
569.29,2025-08-17
609.02,2025-08-17
588.26,2025-08-17
659.64,2025-08-17
644.79,2025-08-17
523.88,2025-08-17
547.15,2025-08-17
522.22,2025-08-17
599.02,2025-08-17
501.55,2025-08-17
598.18,2025-08-17
647.98,2025-08-17
548.27,2025-08-17
516.15,2025-08-17
559.59,2025-08-17
505.65,2025-08-17
536.66,2025-08-17
543.75,2025-08-17
629.82,2026-04-03
630.05,2026-04-03
608.57,2026-04-03
521.5,2026-04-03
538.08,2026-04-03
587.53,2026-04-03
555.99,2026-04-03
555.96,2026-04-03
605.62,2026-04-03
664.31,2026-04-03
602.77,2026-04-03
586.58,2026-04-03
581.26,2026-04-03
651.08,2026-04-03
576.19,2026-04-03
594.15,2026-04-03
629.36,2026-04-03
587.59,2026-04-03
534.24,2026-04-03
569.45,2026-04-03
537.21,2026-04-03
622.23,2026-04-03
595.59,2026-04-03
654.92,2026-04-03
569.22,2026-04-03
520.47,2026-04-03
569.59,2026-04-03
544.8,2026-04-03
555.69,2026-04-03
610.3,2026-04-03
597.54,2026-04-03
511.19,2026-04-03
624.11,2026-04-03
652.56,2026-04-03
629.44,2026-04-03
559.79,2026-04-03
564.98,2026-04-03
647.99,2026-04-03
575.45,2026-04-03
663.63,2026-04-03
652.96,2026-04-03
533.1,2026-04-03
522.09,2026-04-03
608.66,2026-04-03
590.43,2026-04-03
557.75,2026-04-03
619.57,2026-04-03
549.25,2026-04-03
540.23,2026-04-03
531.02,2026-04-03
612.35,2027-01-07
647.49,2027-01-07
606.3,2027-01-07
620.77,2027-01-07
546.34,2027-01-07
635.33,2027-01-07
592.61,2027-01-07
-,2027-01-07
525.19,2027-01-07
623.46,2027-01-07
517.99,2027-01-07
619.71,2027-01-07
539.37,2027-01-07
554.86,2027-01-07
634.94,2027-01-07
575.85,2027-01-07
531.76,2027-01-07
596.86,2027-01-07
615.33,2027-01-07
558.39,2027-01-07
515.57,2027-01-07
