Intake Pressure,Maintenance Date
563.47,2024-05-28
629.61,2024-05-28
621.02,2024-05-28
556.92,2024-05-28
686.67,2024-05-28
614.77,2024-05-28
599.34,2024-05-28
607.08,2024-05-28
642.43,2024-05-28
591.83,2024-05-28
614.43,2024-05-28
605.21,2024-05-28
589.62,2024-05-28
561.1,2024-05-28
568.76,2024-05-28
618.21,2024-05-28
682.28,2024-05-28
575.77,2024-05-28
527.57,2024-05-28
665.9,2024-05-28
650.52,2024-05-28
558.94,2024-05-28
532.22,2024-05-28
526.85,2024-05-28
642.73,2024-05-28
559.58,2024-05-28
673.64,2024-05-28
685.78,2024-05-28
687.45,2024-05-28
577.27,2024-05-28
564.43,2024-05-28
666.1,2024-06-28
545.94,2024-06-28
654.45,2024-06-28
606.81,2024-06-28
610.42,2024-06-28
603.2,2024-06-28
679.28,2024-06-28
580.48,2024-06-28
643.51,2024-06-28
677.14,2024-06-28
544.8,2024-06-28
682.53,2024-06-28
565.36,2024-06-28
588.18,2024-06-28
639.73,2024-06-28
656.3,2024-06-28
607.63,2024-06-28
592.5,2024-06-28
535.25,2024-06-28
534.08,2024-06-28
677.17,2024-06-28
562.36,2024-06-28
560.99,2024-06-28
639.43,2024-06-28
687.03,2024-06-28
623.66,2024-06-28
649.57,2024-08-24
568.55,2024-08-24
631.64,2024-08-24
636.99,2024-08-24
669.42,2024-08-24
636.44,2024-08-24
543.88,2024-08-24
646.35,2024-08-24
583.77,2024-08-24
593.09,2024-08-24
666.35,2024-08-24
533.24,2024-08-24
689.47,2024-08-24
689.9,2024-08-24
596.11,2024-08-24
530.49,2024-08-24
582.25,2024-08-24
683.4,2024-08-24
585.19,2024-08-24
600.99,2024-08-24
645.49,2024-08-24
619.27,2024-08-24
663.41,2024-08-24
561.06,2024-08-24
689.34,2024-08-24
554.92,2024-08-24
585.3,2024-08-24
578.88,2024-08-24
616.42,2024-11-17
679.44,2024-11-17
525.41,2024-11-17
616.08,2024-11-17
563.12,2024-11-17
650.67,2024-11-17
603.79,2024-11-17
674.55,2024-11-17
628.38,2024-11-17
638.42,2024-11-17
527.59,2024-11-17
583.64,2024-11-17
574.1,2024-11-17
680.9,2024-11-17
638.53,2024-11-17
562.45,2024-11-17
568.32,2024-11-17
586.85,2024-11-17
544.22,2024-11-17
565.75,2024-11-17
525.39,2024-11-17
548.59,2024-11-17
658.82,2024-11-17
668.16,2024-11-17
548.88,2024-11-17
618.21,2024-11-17
565.14,2024-11-17
633.87,2024-11-17
643.35,2024-11-17
-,2024-11-17
675.77,2024-11-17
620.26,2024-11-17
641.38,2024-11-17
590.07,2024-11-17
539.89,2024-11-17
582.65,2024-11-17
649.83,2024-11-17
565.31,2024-11-17
673.67,2025-03-20
555.87,2025-03-20
639.69,2025-03-20
636.88,2025-03-20
599.21,2025-03-20
639.89,2025-03-20
663.82,2025-03-20
567.44,2025-03-20
-,2025-03-20
532.87,2025-03-20
639.56,2025-03-20
619.36,2025-03-20
663.24,2025-03-20
648.43,2025-03-20
685.31,2025-03-20
652.13,2025-03-20
652.04,2025-03-20
635.69,2025-03-20
545.1,2025-03-20
651.39,2025-08-09
673.6,2025-08-09
608.41,2025-08-09
603.13,2025-08-09
679.44,2025-08-09
681.06,2025-08-09
586.06,2025-08-09
655.66,2025-08-09
644.0,2025-08-09
567.34,2025-08-09
578.86,2025-08-09
586.23,2025-08-09
588.27,2025-08-09
570.63,2025-08-09
646.49,2025-08-09
592.07,2025-08-09
572.92,2025-08-09
687.1,2025-08-09
667.82,2025-08-09
607.46,2025-08-09
674.37,2025-08-09
658.08,2025-08-09
592.08,2025-08-09
630.81,2025-08-09
662.82,2025-08-09
655.2,2025-08-09
683.06,2025-08-09
525.74,2025-08-09
626.55,2025-08-09
666.03,2025-08-09
659.25,2026-01-28
623.66,2026-01-28
688.71,2026-01-28
604.75,2026-01-28
611.75,2026-01-28
535.33,2026-01-28
532.43,2026-01-28
562.28,2026-01-28
659.4,2026-01-28
652.37,2026-01-28
608.55,2026-01-28
674.1,2026-01-28
675.67,2026-01-28
664.07,2026-01-28
534.31,2026-01-28
678.22,2026-01-28
545.18,2026-01-28
684.45,2026-01-28
668.67,2026-01-28
632.48,2026-08-07
607.16,2026-08-07
612.33,2026-08-07
544.94,2026-08-07
671.16,2026-08-07
538.32,2026-08-07
601.81,2026-08-07
620.53,2026-08-07
614.38,2026-08-07
675.64,2026-08-07
543.8,2026-08-07
663.33,2026-08-07
683.58,2026-08-07
647.06,2026-08-07
607.24,2026-08-07
639.47,2026-08-07
665.37,2026-08-07
631.01,2026-08-07
528.76,2026-08-07
676.65,2026-08-07
594.34,2026-08-07
642.56,2026-08-07
547.36,2026-08-07
527.02,2026-08-07
621.67,2026-08-07
