Intake Pressure,Maintenance Date
550.1,2024-08-16
613.22,2024-08-16
554.72,2024-08-16
567.5,2024-08-16
682.54,2024-08-16
625.23,2024-08-16
586.75,2024-08-16
582.2,2024-08-16
660.55,2024-08-16
695.52,2024-08-16
689.61,2024-08-16
655.83,2024-08-16
573.86,2024-08-16
685.13,2024-08-16
571.32,2024-08-16
574.57,2024-08-16
665.8,2024-08-16
618.06,2024-08-16
670.36,2024-08-16
625.64,2024-08-16
641.1,2024-08-16
661.6,2024-09-06
577.28,2024-09-06
697.45,2024-09-06
638.58,2024-09-06
710.79,2024-09-06
552.58,2024-09-06
698.15,2024-09-06
584.81,2024-09-06
602.07,2024-09-06
661.76,2024-09-06
647.8,2024-09-06
574.43,2024-09-06
676.29,2024-09-06
656.95,2024-09-06
588.16,2024-09-06
637.05,2024-09-06
620.12,2024-09-06
686.81,2024-09-06
608.48,2024-09-06
563.21,2024-09-06
573.51,2024-09-06
590.37,2024-09-06
644.76,2024-09-06
667.96,2024-10-20
667.91,2024-10-20
561.22,2024-10-20
668.23,2024-10-20
688.97,2024-10-20
668.19,2024-10-20
583.08,2024-10-20
663.0,2024-10-20
629.03,2024-10-20
683.66,2024-10-20
688.45,2024-10-20
561.21,2024-10-20
580.33,2024-10-20
593.16,2024-10-20
695.24,2024-10-20
663.7,2024-10-20
591.21,2024-10-20
602.78,2024-10-20
564.41,2024-10-20
575.89,2024-10-20
586.2,2024-10-20
594.76,2024-10-20
668.42,2024-10-20
605.56,2024-10-20
610.57,2024-10-20
617.06,2024-12-28
693.09,2024-12-28
612.1,2024-12-28
678.3,2024-12-28
666.53,2024-12-28
623.83,2024-12-28
680.67,2024-12-28
590.62,2024-12-28
551.22,2024-12-28
648.94,2024-12-28
579.18,2024-12-28
610.78,2024-12-28
618.59,2024-12-28
573.78,2024-12-28
603.14,2024-12-28
658.48,2024-12-28
602.34,2024-12-28
703.16,2024-12-28
670.26,2024-12-28
560.89,2024-12-28
553.25,2024-12-28
578.91,2024-12-28
599.15,2024-12-28
658.33,2024-12-28
-,2024-12-28
652.24,2024-12-28
602.29,2024-12-28
649.54,2025-04-03
635.62,2025-04-03
575.98,2025-04-03
622.14,2025-04-03
581.72,2025-04-03
692.14,2025-04-03
619.0,2025-04-03
639.23,2025-04-03
561.48,2025-04-03
618.31,2025-04-03
618.74,2025-04-03
586.42,2025-04-03
660.24,2025-04-03
556.37,2025-04-03
595.04,2025-04-03
585.7,2025-04-03
574.28,2025-04-03
617.45,2025-04-03
605.4,2025-04-03
653.13,2025-04-03
681.91,2025-04-03
633.31,2025-04-03
702.03,2025-04-03
681.36,2025-04-03
663.78,2025-04-03
696.27,2025-04-03
563.08,2025-04-03
639.96,2025-04-03
643.78,2025-08-05
591.03,2025-08-05
622.28,2025-08-05
552.89,2025-08-05
640.04,2025-08-05
688.25,2025-08-05
702.6,2025-08-05
580.27,2025-08-05
630.32,2025-08-05
582.31,2025-08-05
617.15,2025-08-05
610.79,2025-08-05
571.53,2025-08-05
650.14,2025-08-05
559.58,2025-08-05
701.2,2025-08-05
600.05,2025-08-05
654.27,2025-08-05
586.84,2025-08-05
555.05,2025-08-05
714.72,2025-08-05
709.71,2025-08-05
600.54,2025-08-05
610.68,2025-08-05
562.78,2025-08-05
671.99,2025-08-05
701.66,2026-01-02
