Intake Pressure,Maintenance Date
606.56,2024-07-06
556.8,2024-07-06
548.42,2024-07-06
537.09,2024-07-06
643.12,2024-07-06
667.4,2024-07-06
534.81,2024-07-06
590.39,2024-07-06
567.03,2024-07-06
651.17,2024-07-06
613.65,2024-07-06
618.28,2024-07-06
533.4,2024-07-06
669.15,2024-07-06
610.16,2024-07-06
646.6,2024-07-06
595.83,2024-07-06
611.3,2024-07-06
553.39,2024-07-06
619.12,2024-07-06
585.83,2024-07-06
623.5,2024-07-06
574.88,2024-07-06
625.32,2024-07-06
527.73,2024-07-06
568.13,2024-07-06
602.95,2024-07-06
625.86,2024-07-06
-,2024-07-06
665.13,2024-07-06
602.83,2024-07-06
536.59,2024-07-06
535.48,2024-07-06
598.69,2024-07-06
529.6,2024-07-06
676.67,2024-07-06
609.36,2024-07-06
636.07,2024-07-06
669.73,2024-07-06
536.06,2024-07-06
555.83,2024-07-06
594.93,2024-07-06
659.89,2024-07-06
604.37,2024-07-06
617.12,2024-07-06
653.36,2024-08-20
688.15,2024-08-20
542.5,2024-08-20
669.8,2024-08-20
653.1,2024-08-20
572.77,2024-08-20
587.94,2024-08-20
570.29,2024-08-20
575.59,2024-08-20
561.23,2024-08-20
574.21,2024-08-20
533.42,2024-08-20
598.65,2024-08-20
540.0,2024-08-20
544.36,2024-08-20
530.35,2024-08-20
556.73,2024-08-20
634.3,2024-08-20
599.39,2024-08-20
626.9,2024-08-20
642.48,2024-08-20
665.68,2024-08-20
584.05,2024-08-20
533.71,2024-08-20
574.32,2024-08-20
576.22,2024-08-20
689.22,2024-08-20
584.11,2024-08-20
683.86,2024-08-20
636.78,2024-08-20
643.92,2024-08-20
627.89,2024-08-20
656.04,2024-08-20
609.91,2024-08-20
623.05,2024-08-20
563.93,2024-08-20
546.29,2024-08-20
528.59,2024-08-20
572.49,2024-08-20
607.52,2024-08-20
536.04,2024-08-20
656.64,2024-08-20
545.7,2024-08-20
631.98,2024-08-20
530.61,2024-08-20
549.89,2024-08-20
612.25,2024-08-20
561.02,2024-08-20
682.36,2024-08-20
665.18,2024-11-22
539.64,2024-11-22
575.84,2024-11-22
591.06,2024-11-22
575.72,2024-11-22
531.32,2024-11-22
657.91,2024-11-22
582.69,2024-11-22
670.19,2024-11-22
532.54,2024-11-22
610.44,2024-11-22
669.9,2024-11-22
584.24,2024-11-22
662.2,2024-11-22
659.99,2024-11-22
542.3,2024-11-22
632.05,2024-11-22
667.32,2024-11-22
645.58,2024-11-22
546.12,2024-11-22
546.66,2024-11-22
550.43,2024-11-22
584.17,2024-11-22
656.41,2024-11-22
665.11,2025-03-20
556.12,2025-03-20
682.84,2025-03-20
593.68,2025-03-20
537.9,2025-03-20
665.84,2025-03-20
543.41,2025-03-20
531.81,2025-03-20
527.79,2025-03-20
637.92,2025-03-20
635.95,2025-03-20
657.13,2025-03-20
662.07,2025-03-20
627.86,2025-03-20
665.56,2025-03-20
628.55,2025-03-20
637.24,2025-03-20
643.37,2025-03-20
603.02,2025-03-20
581.69,2025-03-20
638.97,2025-03-20
551.8,2025-03-20
689.38,2025-03-20
646.35,2025-03-20
541.77,2025-03-20
586.71,2025-03-20
562.05,2025-03-20
573.82,2025-03-20
541.08,2025-03-20
661.86,2025-03-20
625.69,2025-08-15
639.34,2025-08-15
670.42,2025-08-15
654.29,2025-08-15
539.71,2025-08-15
670.98,2025-08-15
629.06,2025-08-15
634.96,2025-08-15
626.93,2025-08-15
539.59,2025-08-15
585.86,2025-08-15
648.22,2025-08-15
526.55,2025-08-15
656.39,2025-08-15
633.07,2025-08-15
574.49,2025-08-15
668.88,2025-08-15
578.86,2025-08-15
551.71,2025-08-15
610.17,2025-08-15
658.94,2026-01-30
526.54,2026-01-30
664.21,2026-01-30
680.33,2026-01-30
527.74,2026-01-30
544.84,2026-01-30
623.85,2026-01-30
-,2026-01-30
530.26,2026-01-30
616.41,2026-01-30
639.44,2026-01-30
588.3,2026-01-30
592.13,2026-01-30
586.29,2026-01-30
601.56,2026-01-30
676.18,2026-01-30
-,2026-01-30
656.49,2026-01-30
614.82,2026-01-30
554.06,2026-01-30
653.46,2026-01-30
575.05,2026-01-30
601.36,2026-01-30
593.26,2026-01-30
560.21,2026-01-30
652.28,2026-01-30
605.31,2026-01-30
603.31,2026-01-30
561.23,2026-01-30
551.53,2026-01-30
547.43,2026-01-30
688.97,2026-01-30
588.64,2026-01-30
582.88,2026-01-30
656.3,2026-01-30
637.59,2026-01-30
640.39,2026-01-30
620.8,2026-01-30
561.47,2026-01-30
622.25,2026-01-30
630.71,2026-01-30
585.21,2026-01-30
604.12,2026-01-30
663.28,2026-08-29
626.54,2026-08-29
649.4,2026-08-29
548.0,2026-08-29
594.39,2026-08-29
583.1,2026-08-29
559.22,2026-08-29
664.55,2026-08-29
688.14,2026-08-29
685.68,2026-08-29
586.55,2026-08-29
646.74,2026-08-29
550.27,2026-08-29
530.24,2026-08-29
643.53,2026-08-29
551.08,2026-08-29
600.98,2026-08-29
622.8,2026-08-29
587.07,2026-08-29
601.49,2026-08-29
593.62,2026-08-29
569.16,2026-08-29
563.22,2026-08-29
536.99,2026-08-29
661.12,2026-08-29
641.35,2026-08-29
617.25,2026-08-29
587.31,2026-08-29
594.64,2026-08-29
566.6,2026-08-29
639.61,2026-08-29
581.32,2026-08-29
601.07,2026-08-29
563.04,2026-08-29
660.94,2026-08-29
572.5,2026-08-29
590.44,2026-08-29
678.32,2027-05-04
635.85,2027-05-04
549.75,2027-05-04
623.48,2027-05-04
619.35,2027-05-04
687.28,2027-05-04
647.9,2027-05-04
684.53,2027-05-04
633.87,2027-05-04
630.31,2027-05-04
565.43,2027-05-04
595.94,2027-05-04
636.94,2027-05-04
569.49,2027-05-04
576.22,2027-05-04
594.98,2027-05-04
632.1,2027-05-04
595.53,2027-05-04
557.63,2027-05-04
561.01,2027-05-04
576.04,2027-05-04
674.94,2027-05-04
534.01,2027-05-04
579.1,2027-05-04
604.41,2027-05-04
610.23,2027-05-04
537.21,2027-05-04
599.72,2027-05-04
669.2,2027-05-04
561.07,2027-05-04
562.48,2027-05-04
584.27,2027-05-04
632.26,2027-05-04
583.5,2027-05-04
587.17,2027-05-04
646.2,2027-05-04
538.35,2027-05-04
546.08,2027-05-04
592.42,2027-05-04
564.57,2027-05-04
542.84,2027-05-04
658.99,2027-05-04
584.76,2027-05-04
592.38,2027-05-04
533.55,2027-05-04
632.98,2027-05-04
615.02,2027-05-04
536.48,2027-05-04
679.71,2027-05-04
572.35,2027-05-04
635.74,2027-05-04
581.56,2027-05-04
