Intake Pressure,Maintenance Date
525.38,2023-12-24
619.95,2023-12-24
551.55,2023-12-24
484.02,2023-12-24
515.53,2023-12-24
515.82,2023-12-24
559.09,2023-12-24
486.32,2023-12-24
567.78,2023-12-24
548.49,2023-12-24
520.05,2023-12-24
587.96,2023-12-24
628.36,2023-12-24
595.94,2023-12-24
587.75,2023-12-24
566.72,2023-12-24
624.48,2023-12-24
602.92,2023-12-24
-,2023-12-24
585.59,2023-12-24
492.91,2023-12-24
546.43,2023-12-24
575.98,2023-12-24
575.14,2023-12-24
514.61,2023-12-24
622.7,2023-12-24
488.55,2023-12-24
486.06,2023-12-24
569.34,2023-12-24
511.52,2023-12-24
500.6,2023-12-24
542.25,2023-12-24
519.5,2023-12-24
484.61,2023-12-24
638.11,2023-12-24
603.66,2023-12-24
507.33,2023-12-24
550.1,2023-12-24
541.98,2023-12-24
639.94,2023-12-24
609.22,2023-12-24
599.28,2023-12-24
486.14,2023-12-24
510.64,2023-12-24
490.41,2023-12-24
525.78,2023-12-24
599.05,2023-12-24
616.51,2023-12-24
594.52,2023-12-24
602.39,2023-12-24
535.46,2023-12-24
517.41,2023-12-24
568.88,2023-12-24
633.69,2023-12-24
533.76,2023-12-24
477.7,2023-12-24
572.28,2023-12-24
606.49,2023-12-24
620.93,2023-12-24
534.44,2023-12-24
574.01,2023-12-24
562.25,2023-12-24
483.54,2023-12-24
523.71,2023-12-24
605.33,2023-12-24
566.69,2023-12-24
558.36,2023-12-24
633.01,2023-12-24
508.88,2023-12-24
585.45,2023-12-24
542.27,2023-12-24
593.83,2023-12-24
492.35,2023-12-24
485.68,2023-12-24
567.84,2023-12-24
611.4,2023-12-24
526.71,2023-12-24
525.44,2023-12-24
499.86,2023-12-24
639.38,2023-12-24
502.6,2023-12-24
635.57,2023-12-24
622.1,2023-12-24
569.05,2023-12-24
602.68,2023-12-24
610.43,2023-12-24
628.05,2023-12-24
504.51,2023-12-24
482.43,2023-12-24
541.16,2023-12-24
484.92,2023-12-24
608.53,2023-12-24
556.61,2023-12-24
613.58,2023-12-24
618.5,2023-12-24
506.0,2023-12-24
608.63,2023-12-24
567.81,2023-12-24
548.52,2023-12-24
573.48,2023-12-24
547.44,2023-12-24
605.83,2023-12-24
484.16,2023-12-24
576.71,2023-12-24
619.62,2023-12-24
484.59,2023-12-24
498.01,2023-12-24
529.95,2023-12-24
581.47,2023-12-24
618.28,2023-12-24
570.78,2023-12-24
487.43,2023-12-24
620.12,2023-12-24
507.36,2023-12-24
555.81,2023-12-24
604.35,2023-12-24
529.04,2023-12-24
503.57,2023-12-24
601.03,2023-12-24
475.75,2023-12-24
486.67,2023-12-24
630.64,2023-12-24
607.18,2023-12-24
597.28,2023-12-24
569.17,2023-12-24
593.75,2023-12-24
524.85,2023-12-24
628.82,2023-12-24
587.3,2023-12-24
522.2,2023-12-24
554.85,2023-12-24
624.67,2023-12-24
483.45,2023-12-24
500.44,2023-12-24
543.73,2023-12-24
567.96,2023-12-24
613.39,2023-12-24
584.88,2023-12-24
639.21,2023-12-24
608.42,2023-12-24
605.85,2023-12-24
575.91,2023-12-24
593.61,2023-12-24
571.1,2023-12-24
620.81,2024-05-16
508.19,2024-05-16
602.32,2024-05-16
539.93,2024-05-16
610.0,2024-05-16
518.52,2024-05-16
502.27,2024-05-16
510.56,2024-05-16
505.1,2024-05-16
622.13,2024-05-16
569.26,2024-05-16
630.14,2024-05-16
542.33,2024-05-16
591.93,2024-05-16
478.37,2024-05-16
569.4,2024-05-16
512.42,2024-05-16
498.43,2024-05-16
566.79,2024-05-16
537.63,2024-05-16
634.96,2024-05-16
571.83,2024-05-16
526.77,2024-05-16
573.99,2024-05-16
607.3,2024-05-16
634.49,2024-05-16
496.25,2024-05-16
510.43,2024-05-16
541.58,2024-05-16
637.54,2024-05-16
541.29,2024-05-16
607.49,2024-05-16
570.09,2024-05-16
635.99,2024-05-16
587.96,2024-05-16
496.9,2024-05-16
526.39,2024-05-16
592.17,2024-05-16
617.23,2024-05-16
523.79,2024-05-16
598.19,2024-05-16
549.35,2024-05-16
566.83,2024-05-16
629.41,2024-05-16
636.01,2024-05-16
535.97,2024-05-16
607.4,2024-05-16
499.63,2024-05-16
490.11,2024-05-16
548.39,2024-05-16
604.22,2024-05-16
536.5,2024-05-16
595.84,2024-05-16
570.99,2024-05-16
582.37,2024-05-16
514.79,2024-05-16
554.36,2024-05-16
553.83,2024-05-16
539.66,2024-05-16
551.85,2024-05-16
536.59,2024-05-16
624.61,2024-05-16
607.32,2024-05-16
485.27,2024-05-16
484.02,2024-05-16
571.58,2024-05-16
568.4,2024-05-16
496.88,2024-05-16
-,2024-05-16
550.19,2024-05-16
480.69,2024-05-16
590.21,2024-05-16
629.31,2024-05-16
558.04,2024-05-16
583.87,2024-05-16
479.31,2024-05-16
636.16,2024-05-16
547.74,2024-05-16
502.26,2024-05-16
543.07,2024-05-16
630.18,2024-05-16
507.68,2024-05-16
485.79,2024-05-16
625.28,2024-05-16
637.81,2024-05-16
625.39,2024-05-16
555.42,2024-05-16
554.46,2024-05-16
547.86,2024-05-16
552.01,2024-05-16
532.09,2024-05-16
509.56,2024-05-16
624.09,2024-05-16
545.71,2024-05-16
584.12,2024-05-16
591.84,2024-05-16
635.67,2024-05-16
517.96,2024-05-16
502.54,2024-05-16
632.28,2024-05-16
543.19,2024-05-16
620.45,2024-05-16
614.36,2024-05-16
519.6,2024-05-16
489.82,2024-05-16
572.93,2024-05-16
571.03,2024-05-16
558.82,2024-05-16
535.54,2024-05-16
567.93,2024-05-16
612.66,2024-05-16
621.18,2024-05-16
516.53,2024-05-16
498.27,2024-05-16
541.48,2024-05-16
564.86,2024-05-16
519.74,2024-05-16
517.14,2024-05-16
620.68,2024-05-16
537.63,2024-05-16
567.77,2024-05-16
639.86,2024-05-16
553.56,2024-05-16
623.98,2024-05-16
600.55,2024-05-16
600.87,2024-05-16
499.28,2024-05-16
598.51,2024-05-16
611.86,2024-05-16
590.22,2024-05-16
517.11,2024-05-16
591.1,2024-05-16
506.62,2024-05-16
530.14,2024-05-16
595.96,2024-05-16
515.52,2024-05-16
589.54,2024-05-16
587.67,2024-05-16
542.69,2024-05-16
541.35,2024-05-16
617.0,2024-05-16
500.04,2024-05-16
606.56,2024-05-16
636.6,2025-02-27
534.19,2025-02-27
504.13,2025-02-27
549.29,2025-02-27
498.37,2025-02-27
547.68,2025-02-27
501.88,2025-02-27
636.9,2025-02-27
578.32,2025-02-27
484.39,2025-02-27
563.08,2025-02-27
551.39,2025-02-27
520.84,2025-02-27
