Intake Pressure,Maintenance Date
489.0,2024-01-22
488.0,2024-01-22
549.01,2024-01-22
515.21,2024-01-22
639.26,2024-01-22
-,2024-01-22
521.35,2024-01-22
568.5,2024-01-22
481.62,2024-01-22
559.08,2024-01-22
503.15,2024-01-22
516.44,2024-01-22
485.48,2024-01-22
-,2024-01-22
556.94,2024-01-22
507.34,2024-01-22
621.58,2024-01-22
532.58,2024-01-22
515.79,2024-01-22
518.37,2024-01-22
513.69,2024-01-22
582.35,2024-01-22
563.99,2024-01-22
-,2024-01-22
631.98,2024-01-22
510.28,2024-01-22
-,2024-01-22
514.32,2024-01-22
501.98,2024-01-22
574.96,2024-01-22
542.88,2024-01-22
577.21,2024-01-22
609.52,2024-01-22
502.1,2024-01-22
531.81,2024-01-22
510.15,2024-01-22
526.44,2024-01-22
594.37,2024-01-22
561.61,2024-01-22
585.29,2024-01-22
517.2,2024-01-22
507.14,2024-01-22
485.9,2024-01-22
605.65,2024-01-22
487.12,2024-01-22
588.31,2024-01-22
531.41,2024-01-22
475.11,2024-01-22
599.83,2024-01-22
525.28,2024-01-22
578.45,2024-01-22
576.05,2024-01-22
496.72,2024-01-22
532.73,2024-01-22
507.77,2024-01-22
531.95,2024-01-22
567.96,2024-01-22
524.23,2024-01-22
501.15,2024-01-22
523.07,2024-01-22
479.01,2024-01-22
493.1,2024-01-22
588.87,2024-01-22
554.69,2024-01-22
495.64,2024-01-22
492.02,2024-01-22
589.51,2024-01-22
634.39,2024-01-22
594.0,2024-01-22
531.69,2024-01-22
535.32,2024-01-22
492.31,2024-01-22
484.44,2024-01-22
592.63,2024-01-22
586.91,2024-01-22
517.37,2024-01-22
521.92,2024-01-22
623.45,2024-01-22
547.81,2024-01-22
560.06,2024-01-22
490.37,2024-01-22
532.09,2024-01-22
577.26,2024-01-22
610.62,2024-01-22
570.22,2024-01-22
577.01,2024-01-22
604.5,2024-01-22
529.68,2024-01-22
537.97,2024-01-22
528.8,2024-01-22
612.29,2024-01-22
638.15,2024-01-22
533.12,2024-01-22
537.88,2024-01-22
637.06,2024-01-22
557.43,2024-01-22
489.1,2024-01-22
614.06,2024-01-22
493.91,2024-01-22
531.62,2024-01-22
590.57,2024-01-22
479.99,2024-01-22
528.55,2024-01-22
628.06,2024-01-22
614.5,2024-01-22
552.48,2024-01-22
521.12,2024-01-22
504.82,2024-01-22
616.81,2024-01-22
615.75,2024-01-22
626.8,2024-01-22
581.85,2024-01-22
625.08,2024-01-22
486.09,2024-01-22
588.94,2024-01-22
555.45,2024-01-22
549.4,2024-01-22
592.07,2024-01-22
510.47,2024-01-22
637.5,2024-01-22
555.22,2024-01-22
613.3,2024-01-22
496.4,2024-01-22
477.48,2024-01-22
514.92,2024-01-22
561.31,2024-01-22
622.53,2024-01-22
620.66,2024-01-22
569.71,2024-01-22
563.09,2024-01-22
503.53,2024-01-22
627.52,2024-01-22
520.82,2024-01-22
499.23,2024-01-22
599.61,2024-01-22
583.59,2024-01-22
577.62,2024-01-22
616.26,2024-01-22
619.34,2024-01-22
607.04,2024-01-22
518.42,2024-01-22
519.69,2024-01-22
573.26,2024-01-22
599.51,2024-01-22
617.56,2024-01-22
508.08,2024-01-22
492.22,2024-01-22
583.33,2024-01-22
491.21,2024-01-22
507.99,2024-01-22
587.22,2024-01-22
524.91,2024-01-22
563.9,2024-01-22
567.2,2024-01-22
492.12,2024-01-22
543.9,2024-01-22
626.03,2024-01-22
542.54,2024-01-22
524.51,2024-01-22
624.6,2024-01-22
481.74,2024-01-22
550.18,2024-01-22
549.78,2024-01-22
615.25,2024-01-22
478.6,2024-01-22
594.74,2024-01-22
559.66,2024-01-22
528.34,2024-01-22
605.59,2024-01-22
616.93,2024-01-22
580.6,2024-01-22
542.77,2024-01-22
495.87,2024-01-22
478.69,2024-01-22
501.86,2024-01-22
506.53,2024-01-22
619.09,2024-01-22
550.9,2024-01-22
603.03,2024-01-22
545.86,2024-01-22
516.72,2024-01-22
634.16,2024-01-22
619.6,2024-01-22
603.91,2024-01-22
