Intake Pressure,Maintenance Date
600.02,2024-03-14
579.94,2024-03-14
629.92,2024-03-14
520.02,2024-03-14
514.56,2024-03-14
619.07,2024-03-14
577.76,2024-03-14
603.31,2024-03-14
551.15,2024-03-14
601.28,2024-03-14
497.27,2024-03-14
477.25,2024-03-14
557.5,2024-03-14
532.79,2024-03-14
513.96,2024-03-14
479.46,2024-03-14
524.66,2024-03-14
570.17,2024-03-14
531.87,2024-03-14
635.42,2024-03-14
529.07,2024-03-14
532.78,2024-03-14
579.29,2024-03-14
610.75,2024-03-14
533.57,2024-03-14
501.34,2024-03-14
522.57,2024-03-14
478.26,2024-03-14
516.26,2024-03-14
489.16,2024-03-14
534.02,2024-03-14
570.16,2024-03-14
507.71,2024-03-14
507.98,2024-03-14
529.3,2024-03-14
524.13,2024-03-14
607.04,2024-03-14
593.73,2024-03-14
599.74,2024-03-14
475.28,2024-03-14
510.56,2024-03-14
568.51,2024-03-14
549.48,2024-03-14
485.78,2024-03-14
511.52,2024-03-14
496.78,2024-03-14
517.6,2024-03-14
587.51,2024-03-14
580.12,2024-03-14
600.19,2024-03-14
581.78,2024-03-14
548.69,2024-03-14
565.65,2024-03-14
533.95,2024-03-14
548.79,2024-03-14
529.66,2024-03-14
551.34,2024-03-14
600.94,2024-03-14
481.71,2024-03-14
587.82,2024-03-14
480.05,2024-03-14
484.35,2024-03-14
620.07,2024-03-14
624.03,2024-03-14
628.66,2024-03-14
616.04,2024-03-14
515.41,2024-03-14
615.67,2024-03-14
508.02,2024-03-14
504.33,2024-03-14
622.19,2024-03-14
612.56,2024-03-14
525.72,2024-03-14
613.47,2024-03-14
531.62,2024-03-14
486.55,2024-03-14
605.36,2024-03-14
586.23,2024-03-14
488.0,2024-03-14
588.67,2024-03-14
512.55,2024-03-14
514.14,2024-03-14
-,2024-03-14
594.51,2024-03-14
516.45,2024-03-14
502.99,2024-03-14
528.01,2024-03-14
526.66,2024-03-14
527.07,2024-03-14
479.13,2024-03-14
-,2024-03-14
638.42,2024-03-14
556.65,2024-03-14
584.92,2024-03-14
505.26,2024-03-14
543.99,2024-03-14
629.75,2024-03-14
589.52,2024-03-14
520.05,2024-03-14
513.2,2024-03-14
504.86,2024-03-14
489.3,2024-03-14
497.23,2024-03-14
526.54,2024-03-14
585.89,2024-03-14
565.57,2024-03-14
614.58,2024-03-14
484.32,2024-03-14
514.84,2024-03-14
557.34,2024-03-14
610.89,2024-03-14
543.52,2024-03-14
522.21,2024-03-14
635.18,2024-03-14
