Intake Pressure,Maintenance Date
644.14,2023-12-03
571.94,2023-12-03
564.24,2023-12-03
510.74,2023-12-03
663.4,2023-12-03
661.22,2023-12-03
629.76,2023-12-03
654.11,2023-12-03
626.89,2023-12-03
648.38,2023-12-03
576.71,2023-12-03
554.1,2023-12-03
544.83,2023-12-03
521.58,2023-12-03
519.65,2023-12-03
518.36,2023-12-03
539.48,2023-12-03
637.66,2023-12-03
552.82,2023-12-03
603.23,2023-12-03
560.37,2023-12-03
591.94,2023-12-03
616.69,2023-12-03
558.17,2023-12-03
652.97,2023-12-03
627.44,2023-12-03
645.45,2023-12-03
581.52,2023-12-03
589.23,2023-12-03
640.81,2023-12-03
583.94,2023-12-03
589.1,2023-12-03
650.66,2023-12-03
628.91,2024-01-05
557.53,2024-01-05
592.28,2024-01-05
653.09,2024-01-05
539.98,2024-01-05
575.96,2024-01-05
538.06,2024-01-05
586.13,2024-01-05
516.07,2024-01-05
550.68,2024-01-05
550.62,2024-01-05
624.65,2024-01-05
576.53,2024-01-05
501.16,2024-01-05
658.24,2024-01-05
601.35,2024-01-05
545.8,2024-01-05
648.71,2024-01-05
606.47,2024-01-05
574.77,2024-01-05
565.56,2024-01-05
649.87,2024-01-05
601.09,2024-01-05
534.56,2024-01-05
504.0,2024-01-05
646.06,2024-01-05
503.96,2024-01-05
622.21,2024-01-05
637.45,2024-01-05
596.88,2024-01-05
623.25,2024-01-05
584.97,2024-01-05
660.42,2024-01-05
555.29,2024-01-05
613.46,2024-01-05
509.19,2024-01-05
553.2,2024-01-05
632.66,2024-01-05
583.69,2024-01-05
614.54,2024-01-05
542.44,2024-01-05
534.99,2024-01-05
659.32,2024-01-05
618.12,2024-01-05
578.43,2024-01-05
628.38,2024-01-05
514.09,2024-01-05
560.98,2024-01-05
570.04,2024-01-05
637.69,2024-01-05
538.62,2024-01-05
634.13,2024-01-05
502.39,2024-01-05
650.96,2024-03-31
518.75,2024-03-31
584.13,2024-03-31
512.92,2024-03-31
540.35,2024-03-31
515.32,2024-03-31
539.19,2024-03-31
540.8,2024-03-31
573.27,2024-03-31
513.75,2024-03-31
602.62,2024-03-31
563.85,2024-03-31
599.45,2024-03-31
530.99,2024-03-31
627.17,2024-03-31
624.95,2024-03-31
601.45,2024-03-31
634.08,2024-03-31
595.97,2024-03-31
515.81,2024-03-31
505.87,2024-03-31
502.46,2024-03-31
575.44,2024-03-31
629.26,2024-03-31
562.76,2024-03-31
661.29,2024-03-31
581.88,2024-03-31
567.67,2024-03-31
634.2,2024-03-31
576.7,2024-03-31
559.1,2024-03-31
513.28,2024-03-31
563.91,2024-03-31
622.03,2024-03-31
516.64,2024-03-31
